stage,rider,rider_url,km_first_group,km_before_peloton
17,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,49.0,82.0
17,HINDLEY Jai,https://www.procyclingstats.com/rider/jai-hindley,48.0,103.0
17,RUBIO Einer,https://www.procyclingstats.com/rider/einer-rubio,48.0,103.0
17,PLUIMERS Rick,https://www.procyclingstats.com/rider/rick-pluimers,48.0,103.0
17,PEDERSEN Mads,https://www.procyclingstats.com/rider/mads-pedersen,41.0,64.0
17,KWIATKOWSKI Michał,https://www.procyclingstats.com/rider/michal-kwiatkowski,39.0,61.0
17,PLANCKAERT Edward,https://www.procyclingstats.com/rider/edward-planckaert,34.0,54.0
17,JORGENSON Matteo,https://www.procyclingstats.com/rider/matteo-jorgenson,21.0,88.0
17,TEJADA Harold,https://www.procyclingstats.com/rider/harold-tejada,20.0,75.0
17,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,16.0,16.0
17,VEISTROFFER Baptiste,https://www.procyclingstats.com/rider/baptiste-veistroffer,14.0,14.0
17,LE BERRE Mathis,https://www.procyclingstats.com/rider/mathis-le-berre,13.0,50.0
17,DHONDT Robbe,https://www.procyclingstats.com/rider/robbe-dhondt,11.0,62.0
17,POLITT Nils,https://www.procyclingstats.com/rider/nils-politt,9.0,67.0
17,QUINN Sean,https://www.procyclingstats.com/rider/sean-quinn,8.0,8.0
17,DENZ Nico,https://www.procyclingstats.com/rider/nico-denz,8.0,8.0
17,AZPARREN Xabier Mikel,https://www.procyclingstats.com/rider/xabier-mikel-azparren-irurzun,8.0,8.0
17,BALDERSTONE Abel,https://www.procyclingstats.com/rider/abel-balderstone-roumens,7.0,64.0
17,WALKER Max,https://www.procyclingstats.com/rider/max-walker,7.0,9.0
17,IZAGIRRE Ion,https://www.procyclingstats.com/rider/ion-izagirre,6.0,7.0
17,SKAARSETH Anders,https://www.procyclingstats.com/rider/anders-skaarseth,6.0,7.0
17,CAMPENAERTS Victor,https://www.procyclingstats.com/rider/victor-campenaerts,5.0,61.0
17,MATTHEWS Michael,https://www.procyclingstats.com/rider/michael-matthews,5.0,61.0
17,KOOIJ Olav,https://www.procyclingstats.com/rider/olav-kooij,5.0,61.0
17,JEGAT Jordan,https://www.procyclingstats.com/rider/jordan-jegat,5.0,61.0
17,DELBOVE Joris,https://www.procyclingstats.com/rider/joris-delbove,5.0,61.0
17,ASKEY Lewis,https://www.procyclingstats.com/rider/lewis-askey,5.0,61.0
17,VERSTRYNGE Emiel,https://www.procyclingstats.com/rider/emiel-verstrynge,4.0,54.0
17,VAN MECHELEN Vlad,https://www.procyclingstats.com/rider/vlad-van-mechelen,2.0,61.0
17,PHILIPSEN Jasper,https://www.procyclingstats.com/rider/jasper-philipsen,2.0,61.0
17,ARTZ Huub,https://www.procyclingstats.com/rider/huub-artz,2.0,60.0
17,GATE Aaron,https://www.procyclingstats.com/rider/aaron-gate,2.0,60.0
17,GARCÍA PIERNA Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,2.0,60.0
17,HERMANS Quinten,https://www.procyclingstats.com/rider/quinten-hermans,2.0,60.0
17,GEE-WEST Derek,https://www.procyclingstats.com/rider/derek-gee,2.0,60.0
17,ZIMMERMANN Georg,https://www.procyclingstats.com/rider/georg-zimmermann,2.0,60.0
17,RUSSO Clément,https://www.procyclingstats.com/rider/clement-russo,2.0,60.0
17,PAGE Hugo,https://www.procyclingstats.com/rider/hugo-page,2.0,60.0
17,SCHMID Mauro,https://www.procyclingstats.com/rider/mauro-schmid,2.0,59.0
17,VALGREN Michael,https://www.procyclingstats.com/rider/michael-valgren-andersen,2.0,59.0
17,O'CONNOR Ben,https://www.procyclingstats.com/rider/ben-o-connor,,55.0
18,JORGENSON Matteo,https://www.procyclingstats.com/rider/matteo-jorgenson,147.0,152.0
18,JOHANNESSEN Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,147.0,151.0
18,ENGELHARDT Felix,https://www.procyclingstats.com/rider/felix-engelhardt,103.0,148.0
18,ARENSMAN Thymen,https://www.procyclingstats.com/rider/thymen-arensman,101.0,143.0
18,PEDERSEN Mads,https://www.procyclingstats.com/rider/mads-pedersen,101.0,123.0
18,CASTRILLO Pablo,https://www.procyclingstats.com/rider/pablo-castrillo-zapater,100.0,148.0
18,BREUILLARD Nicolas,https://www.procyclingstats.com/rider/nicolas-breuillard,100.0,148.0
18,SCHMID Mauro,https://www.procyclingstats.com/rider/mauro-schmid,99.0,125.0
18,CARAPAZ Richard,https://www.procyclingstats.com/rider/richard-carapaz,97.0,117.0
18,PARET-PEINTRE Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,92.0,117.0
18,GARCÍA PIERNA Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,89.0,120.0
18,GRÉGOIRE Romain,https://www.procyclingstats.com/rider/romain-gregoire,74.0,132.0
18,BERNAL Egan,https://www.procyclingstats.com/rider/egan-bernal,48.0,103.0
18,VACEK Mathias,https://www.procyclingstats.com/rider/mathias-vacek,47.0,113.0
18,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,24.0,24.0
18,LE BERRE Mathis,https://www.procyclingstats.com/rider/mathis-le-berre,20.0,108.0
18,ASKEY Lewis,https://www.procyclingstats.com/rider/lewis-askey,20.0,21.0
18,VINOKUROV Nicolas,https://www.procyclingstats.com/rider/nicolas-vinokurov,20.0,20.0
18,GATE Aaron,https://www.procyclingstats.com/rider/aaron-gate,17.0,18.0
18,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,8.0,119.0
18,QUINN Sean,https://www.procyclingstats.com/rider/sean-quinn,6.0,7.0
18,CARUSO Damiano,https://www.procyclingstats.com/rider/damiano-caruso,1.0,102.0
18,MARTIN Guillaume,https://www.procyclingstats.com/rider/guillaume-martin,,103.0
18,SIMMONS Quinn,https://www.procyclingstats.com/rider/quinn-simmons,,97.0
18,VALGREN Michael,https://www.procyclingstats.com/rider/michael-valgren-andersen,,97.0
18,BRAZ AFONSO Clément,https://www.procyclingstats.com/rider/clement-braz-afonso,,96.0
18,DELETTRE Alexandre,https://www.procyclingstats.com/rider/alexandre-delettre,,96.0
18,TEJADA Harold,https://www.procyclingstats.com/rider/harold-tejada,,96.0
18,VERVAEKE Louis,https://www.procyclingstats.com/rider/louis-vervaeke,,96.0
18,KWIATKOWSKI Michał,https://www.procyclingstats.com/rider/michal-kwiatkowski,,92.0
18,STORER Michael,https://www.procyclingstats.com/rider/michael-storer,,89.0
18,BAUDIN Alex,https://www.procyclingstats.com/rider/alex-baudin,,89.0
18,HIRSCHI Marc,https://www.procyclingstats.com/rider/marc-hirschi,,88.0
18,DELBOVE Joris,https://www.procyclingstats.com/rider/joris-delbove,,88.0
18,CORT Magnus,https://www.procyclingstats.com/rider/magnus-cort-nielsen,,87.0
18,RUBIO Einer,https://www.procyclingstats.com/rider/einer-rubio,,83.0
18,BENNETT George,https://www.procyclingstats.com/rider/george-bennett,,82.0
18,MATTHEWS Michael,https://www.procyclingstats.com/rider/michael-matthews,,82.0
18,O'CONNOR Ben,https://www.procyclingstats.com/rider/ben-o-connor,,81.0
18,ARMIRAIL Bruno,https://www.procyclingstats.com/rider/bruno-armirail,,80.0
18,STUYVEN Jasper,https://www.procyclingstats.com/rider/jasper-stuyven,,56.0
18,IZAGIRRE Ion,https://www.procyclingstats.com/rider/ion-izagirre,,48.0
18,TRATNIK Jan,https://www.procyclingstats.com/rider/jan-tratnik,,39.0
18,MEURISSE Xandro,https://www.procyclingstats.com/rider/xandro-meurisse,,38.0
18,HOWSON Damien,https://www.procyclingstats.com/rider/damien-howson,,36.0
18,BARGUIL Warren,https://www.procyclingstats.com/rider/warren-barguil,,29.0
18,FRIGO Marco,https://www.procyclingstats.com/rider/marco-frigo,,29.0
19,CARAPAZ Richard,https://www.procyclingstats.com/rider/richard-carapaz,127.0,127.0
19,MARTINEZ Lenny,https://www.procyclingstats.com/rider/lenny-martinez,123.0,127.0
19,KUSS Sepp,https://www.procyclingstats.com/rider/sepp-kuss,120.0,127.0
19,JOHANNESSEN Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,113.0,120.0
19,ARENSMAN Thymen,https://www.procyclingstats.com/rider/thymen-arensman,113.0,120.0
19,RUBIO Einer,https://www.procyclingstats.com/rider/einer-rubio,112.0,127.0
19,RICCITELLO Matthew,https://www.procyclingstats.com/rider/matthew-riccitello,112.0,121.0
19,SIMMONS Quinn,https://www.procyclingstats.com/rider/quinn-simmons,112.0,120.0
19,FOSS Tobias,https://www.procyclingstats.com/rider/tobias-foss,112.0,120.0
19,TEJADA Harold,https://www.procyclingstats.com/rider/harold-tejada,112.0,120.0
19,ROMO Javier,https://www.procyclingstats.com/rider/javier-romo,111.0,118.0
19,BENOOT Tiesj,https://www.procyclingstats.com/rider/tiesj-benoot,110.0,116.0
19,CATTANEO Mattia,https://www.procyclingstats.com/rider/mattia-cattaneo,110.0,116.0
19,ARMIRAIL Bruno,https://www.procyclingstats.com/rider/bruno-armirail,110.0,115.0
19,QUINN Sean,https://www.procyclingstats.com/rider/sean-quinn,94.0,117.0
19,BRAZ AFONSO Clément,https://www.procyclingstats.com/rider/clement-braz-afonso,94.0,109.0
19,FRIGO Marco,https://www.procyclingstats.com/rider/marco-frigo,93.0,104.0
19,PIGANZOLI Davide,https://www.procyclingstats.com/rider/davide-piganzoli,92.0,114.0
19,IZAGIRRE Ion,https://www.procyclingstats.com/rider/ion-izagirre,92.0,113.0
19,YATES Adam,https://www.procyclingstats.com/rider/adam-yates,91.0,117.0
19,MARTIN Guillaume,https://www.procyclingstats.com/rider/guillaume-martin,91.0,115.0
19,TIBERI Antonio,https://www.procyclingstats.com/rider/antonio-tiberi,90.0,114.0
19,VOISARD Yannis,https://www.procyclingstats.com/rider/yannis-voisard,90.0,113.0
19,PEDERSEN Mads,https://www.procyclingstats.com/rider/mads-pedersen,90.0,104.0
19,O'CONNOR Ben,https://www.procyclingstats.com/rider/ben-o-connor,90.0,103.0
19,CASTRILLO Pablo,https://www.procyclingstats.com/rider/pablo-castrillo-zapater,90.0,94.0
19,JOHANNESSEN Anders Halland,https://www.procyclingstats.com/rider/anders-halland-johannessen,89.0,113.0
19,BENNETT George,https://www.procyclingstats.com/rider/george-bennett,89.0,113.0
19,HOWSON Damien,https://www.procyclingstats.com/rider/damien-howson,89.0,113.0
19,VACEK Mathias,https://www.procyclingstats.com/rider/mathias-vacek,89.0,103.0
19,MATTHEWS Michael,https://www.procyclingstats.com/rider/michael-matthews,89.0,101.0
19,ENGELHARDT Felix,https://www.procyclingstats.com/rider/felix-engelhardt,89.0,93.0
19,PACHER Quentin,https://www.procyclingstats.com/rider/quentin-pacher,89.0,93.0
19,PARET-PEINTRE Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,88.0,94.0
19,BAUDIN Alex,https://www.procyclingstats.com/rider/alex-baudin,88.0,94.0
19,BERWICK Sebastian,https://www.procyclingstats.com/rider/sebastian-berwick,88.0,93.0
19,GEE-WEST Derek,https://www.procyclingstats.com/rider/derek-gee,86.0,94.0
19,GARCÍA PIERNA Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,86.0,91.0
19,JORGENSON Matteo,https://www.procyclingstats.com/rider/matteo-jorgenson,85.0,94.0
19,TARLING Joshua,https://www.procyclingstats.com/rider/joshua-tarling,79.0,92.0
19,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,78.0,92.0
19,STORER Michael,https://www.procyclingstats.com/rider/michael-storer,69.0,92.0
19,HIRSCHI Marc,https://www.procyclingstats.com/rider/marc-hirschi,20.0,23.0
19,DENZ Nico,https://www.procyclingstats.com/rider/nico-denz,15.0,15.0
19,POGAČAR Tadej,https://www.procyclingstats.com/rider/tadej-pogacar,2.0,13.0
20,CARAPAZ Richard,https://www.procyclingstats.com/rider/richard-carapaz,140.0,93.0
20,KUSS Sepp,https://www.procyclingstats.com/rider/sepp-kuss,128.0,93.0
20,HINDLEY Jai,https://www.procyclingstats.com/rider/jai-hindley,112.0,93.0
20,AYUSO Juan,https://www.procyclingstats.com/rider/juan-ayuso-pesquera,104.0,93.0
20,RICCITELLO Matthew,https://www.procyclingstats.com/rider/matthew-riccitello,80.0,94.0
20,ARENSMAN Thymen,https://www.procyclingstats.com/rider/thymen-arensman,69.0,93.0
20,JOHANNESSEN Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,68.0,94.0
20,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,64.0,90.0
20,FOSS Tobias,https://www.procyclingstats.com/rider/tobias-foss,62.0,83.0
20,PIGANZOLI Davide,https://www.procyclingstats.com/rider/davide-piganzoli,61.0,87.0
20,PARET-PEINTRE Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,49.0,63.0
20,BRAZ AFONSO Clément,https://www.procyclingstats.com/rider/clement-braz-afonso,44.0,64.0
20,ARMIRAIL Bruno,https://www.procyclingstats.com/rider/bruno-armirail,40.0,60.0
20,JORGENSON Matteo,https://www.procyclingstats.com/rider/matteo-jorgenson,38.0,59.0
20,PEDERSEN Mads,https://www.procyclingstats.com/rider/mads-pedersen,27.0,48.0
20,BARGUIL Warren,https://www.procyclingstats.com/rider/warren-barguil,16.0,16.0
20,STEINHAUSER Georg,https://www.procyclingstats.com/rider/georg-steinhauser,16.0,16.0
20,AZPARREN Xabier Mikel,https://www.procyclingstats.com/rider/xabier-mikel-azparren-irurzun,13.0,15.0
20,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,13.0,15.0
20,DELBOVE Joris,https://www.procyclingstats.com/rider/joris-delbove,10.0,11.0
20,VEISTROFFER Baptiste,https://www.procyclingstats.com/rider/baptiste-veistroffer,6.0,8.0
20,BENOOT Tiesj,https://www.procyclingstats.com/rider/tiesj-benoot,,7.0
21,VEISTROFFER Baptiste,https://www.procyclingstats.com/rider/baptiste-veistroffer,63.0,63.0
21,POGAČAR Tadej,https://www.procyclingstats.com/rider/tadej-pogacar,23.0,24.0
21,VAN DER POEL Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,22.0,23.0
21,AZPARREN Xabier Mikel,https://www.procyclingstats.com/rider/xabier-mikel-azparren-irurzun,18.0,18.0
21,SLOCK Liam,https://www.procyclingstats.com/rider/liam-slock,17.0,17.0
21,HESSMANN Michel,https://www.procyclingstats.com/rider/michel-hessmann,17.0,17.0
21,LE BERRE Mathis,https://www.procyclingstats.com/rider/mathis-le-berre,17.0,17.0
21,VINOKUROV Nicolas,https://www.procyclingstats.com/rider/nicolas-vinokurov,17.0,17.0
21,STEINHAUSER Georg,https://www.procyclingstats.com/rider/georg-steinhauser,16.0,16.0
21,DILLIER Silvan,https://www.procyclingstats.com/rider/silvan-dillier,16.0,16.0
21,GUERNALEC Thibault,https://www.procyclingstats.com/rider/thibault-guernalec,12.0,12.0
21,PEDERSEN Mads,https://www.procyclingstats.com/rider/mads-pedersen,9.0,12.0
21,EVENEPOEL Remco,https://www.procyclingstats.com/rider/remco-evenepoel,7.0,7.0
21,STUYVEN Jasper,https://www.procyclingstats.com/rider/jasper-stuyven,4.0,11.0
21,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,1.0,9.0
21,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,,7.0
21,JORGENSON Matteo,https://www.procyclingstats.com/rider/matteo-jorgenson,,7.0
21,MOHORIČ Matej,https://www.procyclingstats.com/rider/matej-mohoric,,6.0
21,HAGENES Per Strand,https://www.procyclingstats.com/rider/per-strand-hagenes,,6.0
