stage,rider,rider_url,km_first_group,km_before_peloton
1,TRENTIN Matteo,https://www.procyclingstats.com/rider/matteo-trentin,14.0,14.0
1,WELLENS Tim,https://www.procyclingstats.com/rider/tim-wellens,14.0,14.0
1,HALLER Marco,https://www.procyclingstats.com/rider/marco-haller,14.0,14.0
1,BENOOT Tiesj,https://www.procyclingstats.com/rider/tiesj-benoot,14.0,14.0
1,RICKAERT Jonas,https://www.procyclingstats.com/rider/jonas-rickaert,14.0,14.0
1,TURGIS Anthony,https://www.procyclingstats.com/rider/anthony-turgis,14.0,14.0
1,BALLERINI Davide,https://www.procyclingstats.com/rider/davide-ballerini,14.0,14.0
1,VAN DER POEL Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,14.0,14.0
1,MAS Enric,https://www.procyclingstats.com/rider/enric-mas,14.0,14.0
1,GARCÍA CORTINA Iván,https://www.procyclingstats.com/rider/ivan-garcia-cortina,14.0,14.0
1,RUSSO Clément,https://www.procyclingstats.com/rider/clement-russo,14.0,14.0
1,MÄRKL Niklas,https://www.procyclingstats.com/rider/niklas-markl,13.0,13.0
1,WÆRENSKJOLD Søren,https://www.procyclingstats.com/rider/soren-waerenskjold,13.0,13.0
1,NEILANDS Krists,https://www.procyclingstats.com/rider/krists-neilands,13.0,13.0
1,JOHANNESSEN Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,13.0,13.0
1,EDVARDSEN-FREDHEIM Stian,https://www.procyclingstats.com/rider/stian-fredheim,13.0,13.0
1,BLACKMORE Joseph,https://www.procyclingstats.com/rider/joseph-blackmore,13.0,13.0
1,VAN DEN BERG Marijn,https://www.procyclingstats.com/rider/marijn-van-den-berg,11.0,11.0
2,ARMIRAIL Bruno,https://www.procyclingstats.com/rider/bruno-armirail,154.0,154.0
2,VAN MOER Brent,https://www.procyclingstats.com/rider/brent-van-moer,153.0,153.0
2,FEDOROV Yevgeniy,https://www.procyclingstats.com/rider/yevgeniy-fedorov,150.0,154.0
2,LEKNESSUND Andreas,https://www.procyclingstats.com/rider/andreas-leknessund,149.0,153.0
3,RICKAERT Jonas,https://www.procyclingstats.com/rider/jonas-rickaert,11.0,12.0
3,WELLENS Tim,https://www.procyclingstats.com/rider/tim-wellens,11.0,11.0
3,MOHORIČ Matej,https://www.procyclingstats.com/rider/matej-mohoric,10.0,10.0
4,MARTINEZ Lenny,https://www.procyclingstats.com/rider/lenny-martinez,153.0,153.0
4,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,145.0,146.0
4,GACHIGNARD Thomas,https://www.procyclingstats.com/rider/thomas-gachignard,140.0,143.0
4,ASGREEN Kasper,https://www.procyclingstats.com/rider/kasper-asgreen,127.0,138.0
6,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,156.0,156.0
6,SIMMONS Quinn,https://www.procyclingstats.com/rider/quinn-simmons,112.0,155.0
6,TEJADA Harold,https://www.procyclingstats.com/rider/harold-tejada,103.0,146.0
6,VAN DER POEL Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,101.0,143.0
6,BARTA Will,https://www.procyclingstats.com/rider/william-barta,101.0,143.0
6,DUNBAR Eddie,https://www.procyclingstats.com/rider/edward-irl-dunbar,90.0,133.0
6,STORER Michael,https://www.procyclingstats.com/rider/michael-storer,89.0,131.0
6,YATES Simon,https://www.procyclingstats.com/rider/simon-yates,88.0,130.0
6,VAN AERT Wout,https://www.procyclingstats.com/rider/wout-van-aert,13.0,13.0
6,CASTRILLO Pablo,https://www.procyclingstats.com/rider/pablo-castrillo-zapater,13.0,13.0
6,CAMPENAERTS Victor,https://www.procyclingstats.com/rider/victor-campenaerts,2.0,6.0
7,THOMAS Geraint,https://www.procyclingstats.com/rider/geraint-thomas,113.0,113.0
7,GARCÍA CORTINA Iván,https://www.procyclingstats.com/rider/ivan-garcia-cortina,112.0,112.0
7,BAUDIN Alex,https://www.procyclingstats.com/rider/alex-baudin,112.0,112.0
7,COSTIOU Ewen,https://www.procyclingstats.com/rider/ewen-costiou,112.0,112.0
7,HALLER Marco,https://www.procyclingstats.com/rider/marco-haller,101.0,102.0
7,VAN AERT Wout,https://www.procyclingstats.com/rider/wout-van-aert,17.0,17.0
7,SCHMID Mauro,https://www.procyclingstats.com/rider/mauro-schmid,17.0,17.0
7,POWLESS Neilson,https://www.procyclingstats.com/rider/neilson-powless,5.0,5.0
8,VERCHER Mattéo,https://www.procyclingstats.com/rider/matheo-vercher,71.0,71.0
8,BURGAUDEAU Mathieu,https://www.procyclingstats.com/rider/mathieu-burgaudeau,69.0,69.0
9,VAN DER POEL Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,173.0,173.0
9,RICKAERT Jonas,https://www.procyclingstats.com/rider/jonas-rickaert,168.0,168.0
10,PACHER Quentin,https://www.procyclingstats.com/rider/quentin-pacher,150.0,150.0
10,BLACKMORE Joseph,https://www.procyclingstats.com/rider/joseph-blackmore,150.0,150.0
10,MARTINEZ Lenny,https://www.procyclingstats.com/rider/lenny-martinez,150.0,150.0
10,JOHANNESSEN Anders Halland,https://www.procyclingstats.com/rider/anders-halland-johannessen,150.0,150.0
10,PARET-PEINTRE Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,150.0,150.0
10,SIMMONS Quinn,https://www.procyclingstats.com/rider/quinn-simmons,150.0,150.0
10,ARENSMAN Thymen,https://www.procyclingstats.com/rider/thymen-arensman,150.0,150.0
10,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,150.0,150.0
10,O'CONNOR Ben,https://www.procyclingstats.com/rider/ben-o-connor,150.0,150.0
10,STORER Michael,https://www.procyclingstats.com/rider/michael-storer,150.0,150.0
10,WOODS Michael,https://www.procyclingstats.com/rider/michael-woods,150.0,150.0
10,YATES Simon,https://www.procyclingstats.com/rider/simon-yates,150.0,150.0
10,CAMPENAERTS Victor,https://www.procyclingstats.com/rider/victor-campenaerts,150.0,150.0
10,BAUDIN Alex,https://www.procyclingstats.com/rider/alex-baudin,144.0,150.0
10,SWEENY Harry,https://www.procyclingstats.com/rider/harry-sweeny,138.0,150.0
10,GARCÍA PIERNA Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,131.0,150.0
10,CASTRILLO Pablo,https://www.procyclingstats.com/rider/pablo-castrillo-zapater,118.0,150.0
10,PLAPP Luke,https://www.procyclingstats.com/rider/luke-plapp,103.0,123.0
10,POWLESS Neilson,https://www.procyclingstats.com/rider/neilson-powless,98.0,126.0
10,PARET-PEINTRE Aurélien,https://www.procyclingstats.com/rider/aurelien-paret-peintre,98.0,117.0
10,CRAS Steff,https://www.procyclingstats.com/rider/steff-cras,97.0,117.0
10,VELASCO Simone,https://www.procyclingstats.com/rider/simone-velasco,97.0,116.0
10,ARMIRAIL Bruno,https://www.procyclingstats.com/rider/bruno-armirail,96.0,136.0
10,LUTSENKO Alexey,https://www.procyclingstats.com/rider/aleksey-lutsenko,96.0,111.0
10,SCHMID Mauro,https://www.procyclingstats.com/rider/mauro-schmid,92.0,125.0
10,ALAPHILIPPE Julian,https://www.procyclingstats.com/rider/julian-alaphilippe,91.0,131.0
10,VAN WILDER Ilan,https://www.procyclingstats.com/rider/ilan-van-wilder,87.0,106.0
10,ROMEO Iván,https://www.procyclingstats.com/rider/ivan-romeo,82.0,102.0
10,CHAMPOUSSIN Clément,https://www.procyclingstats.com/rider/clement-champoussin,80.0,100.0
10,VAN DEN BROEK Frank,https://www.procyclingstats.com/rider/frank-van-den-broek,25.0,25.0
11,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,154.0,154.0
11,SCHMID Mauro,https://www.procyclingstats.com/rider/mauro-schmid,154.0,154.0
11,BALLERINI Davide,https://www.procyclingstats.com/rider/davide-ballerini,141.0,154.0
11,WRIGHT Fred,https://www.procyclingstats.com/rider/alfred-wright,69.0,92.0
11,BURGAUDEAU Mathieu,https://www.procyclingstats.com/rider/mathieu-burgaudeau,69.0,89.0
11,VAN AERT Wout,https://www.procyclingstats.com/rider/wout-van-aert,,83.0
11,DE LIE Arnaud,https://www.procyclingstats.com/rider/arnaud-de-lie,,74.0
11,SIMMONS Quinn,https://www.procyclingstats.com/rider/quinn-simmons,,68.0
11,LAURANCE Axel,https://www.procyclingstats.com/rider/axel-laurance,,68.0
11,VAN DER POEL Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,,65.0
11,DELETTRE Alexandre,https://www.procyclingstats.com/rider/alexandre-delettre,,26.0
11,HALLER Marco,https://www.procyclingstats.com/rider/marco-haller,,22.0
11,MEURISSE Xandro,https://www.procyclingstats.com/rider/xandro-meurisse,,22.0
11,TRENTIN Matteo,https://www.procyclingstats.com/rider/matteo-trentin,,16.0
11,SWIFT Connor,https://www.procyclingstats.com/rider/connor-swift,,15.0
11,THOMAS Benjamin,https://www.procyclingstats.com/rider/benjamin-thomas-2,,15.0
11,VERCHER Mattéo,https://www.procyclingstats.com/rider/matheo-vercher,,15.0
11,BERTHET Clément,https://www.procyclingstats.com/rider/clement-berthet,,15.0
11,TRONCHON Bastien,https://www.procyclingstats.com/rider/bastien-tronchon,,15.0
11,OLIVEIRA Nelson,https://www.procyclingstats.com/rider/nelson-oliveira,,15.0
11,PACHER Quentin,https://www.procyclingstats.com/rider/quentin-pacher,,15.0
11,RUSSO Clément,https://www.procyclingstats.com/rider/clement-russo,,14.0
11,VERMEERSCH Gianni,https://www.procyclingstats.com/rider/gianni-vermeersch,,14.0
11,GACHIGNARD Thomas,https://www.procyclingstats.com/rider/thomas-gachignard,,14.0
11,GROENEWEGEN Dylan,https://www.procyclingstats.com/rider/dylan-groenewegen,,13.0
11,MÜHLBERGER Gregor,https://www.procyclingstats.com/rider/gregor-muhlberger,,12.0
11,BOL Cees,https://www.procyclingstats.com/rider/cees-bol,,10.0
11,VAN DEN BROEK Frank,https://www.procyclingstats.com/rider/frank-van-den-broek,,9.0
11,PARET-PEINTRE Aurélien,https://www.procyclingstats.com/rider/aurelien-paret-peintre,,9.0
11,BUITRAGO Santiago,https://www.procyclingstats.com/rider/santiago-buitrago-sanchez,,9.0
11,TURGIS Anthony,https://www.procyclingstats.com/rider/anthony-turgis,,9.0
11,CAPIOT Amaury,https://www.procyclingstats.com/rider/amaury-capiot,,9.0
11,GRADEK Kamil,https://www.procyclingstats.com/rider/kamil-gradek,,9.0
11,REX Laurenz,https://www.procyclingstats.com/rider/laurenz-rex,,8.0
11,VAN SINTMAARTENSDIJK Roel,https://www.procyclingstats.com/rider/roel-van-sintmaartensdijk,,8.0
11,CONSONNI Simone,https://www.procyclingstats.com/rider/simone-consonni,,8.0
11,RENARD Alexis,https://www.procyclingstats.com/rider/alexis-renard,,7.0
11,GRIGNARD Sébastien,https://www.procyclingstats.com/rider/sebastien-grignard,,7.0
11,CORT Magnus,https://www.procyclingstats.com/rider/magnus-cort-nielsen,,7.0
11,STUYVEN Jasper,https://www.procyclingstats.com/rider/jasper-stuyven,,7.0
11,VAUQUELIN Kévin,https://www.procyclingstats.com/rider/kevin-vauquelin,,6.0
12,ARMIRAIL Bruno,https://www.procyclingstats.com/rider/bruno-armirail,148.0,156.0
12,WOODS Michael,https://www.procyclingstats.com/rider/michael-woods,127.0,150.0
12,SKJELMOSE Mattias,https://www.procyclingstats.com/rider/mattias-skjelmose-jensen,121.0,152.0
12,STORER Michael,https://www.procyclingstats.com/rider/michael-storer,111.0,150.0
12,ARENSMAN Thymen,https://www.procyclingstats.com/rider/thymen-arensman,111.0,133.0
12,PARET-PEINTRE Aurélien,https://www.procyclingstats.com/rider/aurelien-paret-peintre,111.0,130.0
12,RODRÍGUEZ Carlos,https://www.procyclingstats.com/rider/carlos-rodriguez-cano,111.0,122.0
12,RUBIO Einer,https://www.procyclingstats.com/rider/einer-rubio,110.0,150.0
12,GARCÍA PIERNA Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,110.0,130.0
12,BUITRAGO Santiago,https://www.procyclingstats.com/rider/santiago-buitrago-sanchez,110.0,130.0
12,VLASOV Aleksandr,https://www.procyclingstats.com/rider/aleksandr-vlasov,109.0,130.0
12,TEJADA Harold,https://www.procyclingstats.com/rider/harold-tejada,109.0,119.0
12,SCHACHMANN Maximilian,https://www.procyclingstats.com/rider/maximilian-schachmann,109.0,109.0
12,CRAS Steff,https://www.procyclingstats.com/rider/steff-cras,109.0,109.0
12,SWEENY Harry,https://www.procyclingstats.com/rider/harry-sweeny,108.0,115.0
12,BARRÉ Louis,https://www.procyclingstats.com/rider/louis-barre,108.0,114.0
12,O'CONNOR Ben,https://www.procyclingstats.com/rider/ben-o-connor,108.0,113.0
12,MARTIN Guillaume,https://www.procyclingstats.com/rider/guillaume-martin,108.0,110.0
12,MADOUAS Valentin,https://www.procyclingstats.com/rider/valentin-madouas,108.0,109.0
12,ROMEO Iván,https://www.procyclingstats.com/rider/ivan-romeo,107.0,127.0
12,CASTRILLO Pablo,https://www.procyclingstats.com/rider/pablo-castrillo-zapater,107.0,117.0
12,BUCHMANN Emanuel,https://www.procyclingstats.com/rider/emanuel-buchmann,107.0,110.0
12,ALAPHILIPPE Julian,https://www.procyclingstats.com/rider/julian-alaphilippe,107.0,107.0
12,LAURANCE Axel,https://www.procyclingstats.com/rider/axel-laurance,106.0,107.0
12,MARTINEZ Lenny,https://www.procyclingstats.com/rider/lenny-martinez,105.0,108.0
12,HIRSCHI Marc,https://www.procyclingstats.com/rider/marc-hirschi,105.0,108.0
12,BLACKMORE Joseph,https://www.procyclingstats.com/rider/joseph-blackmore,104.0,105.0
12,VELASCO Simone,https://www.procyclingstats.com/rider/simone-velasco,104.0,104.0
12,GACHIGNARD Thomas,https://www.procyclingstats.com/rider/thomas-gachignard,104.0,104.0
12,VAN DER POEL Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,103.0,105.0
12,LUTSENKO Alexey,https://www.procyclingstats.com/rider/aleksey-lutsenko,103.0,105.0
12,SCHMID Mauro,https://www.procyclingstats.com/rider/mauro-schmid,103.0,104.0
12,WELLENS Tim,https://www.procyclingstats.com/rider/tim-wellens,103.0,104.0
12,IZAGIRRE Ion,https://www.procyclingstats.com/rider/ion-izagirre,103.0,104.0
12,FOSS Tobias,https://www.procyclingstats.com/rider/tobias-foss,103.0,104.0
12,STANNARD Robert,https://www.procyclingstats.com/rider/robert-stannard,102.0,103.0
12,TURGIS Anthony,https://www.procyclingstats.com/rider/anthony-turgis,102.0,103.0
12,PITHIE Laurence,https://www.procyclingstats.com/rider/laurence-pithie,102.0,103.0
12,WRIGHT Fred,https://www.procyclingstats.com/rider/alfred-wright,102.0,103.0
12,VENTURINI Clément,https://www.procyclingstats.com/rider/clement-venturini,102.0,102.0
12,REX Laurenz,https://www.procyclingstats.com/rider/laurenz-rex,102.0,102.0
12,DURBRIDGE Luke,https://www.procyclingstats.com/rider/luke-durbridge,101.0,102.0
12,PENHOËT Paul,https://www.procyclingstats.com/rider/paul-penhoet,101.0,102.0
12,BENOOT Tiesj,https://www.procyclingstats.com/rider/tiesj-benoot,101.0,102.0
12,DRIZNERS Jarrad,https://www.procyclingstats.com/rider/jarrad-drizners,101.0,102.0
12,TRENTIN Matteo,https://www.procyclingstats.com/rider/matteo-trentin,101.0,101.0
12,SWIFT Connor,https://www.procyclingstats.com/rider/connor-swift,100.0,100.0
12,TEUNS Dylan,https://www.procyclingstats.com/rider/dylan-teuns,98.0,99.0
12,NYS Thibau,https://www.procyclingstats.com/rider/thibau-nys,98.0,98.0
12,EDVARDSEN-FREDHEIM Stian,https://www.procyclingstats.com/rider/stian-fredheim,90.0,92.0
12,THEUNS Edward,https://www.procyclingstats.com/rider/edward-theuns,90.0,90.0
12,COQUARD Bryan,https://www.procyclingstats.com/rider/bryan-coquard,61.0,64.0
14,MARTINEZ Lenny,https://www.procyclingstats.com/rider/lenny-martinez,72.0,98.0
14,ARENSMAN Thymen,https://www.procyclingstats.com/rider/thymen-arensman,44.0,108.0
14,PARET-PEINTRE Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,23.0,98.0
14,KUSS Sepp,https://www.procyclingstats.com/rider/sepp-kuss,22.0,97.0
14,THOMAS Geraint,https://www.procyclingstats.com/rider/geraint-thomas,13.0,13.0
14,VERCHER Mattéo,https://www.procyclingstats.com/rider/matheo-vercher,13.0,13.0
14,PACHER Quentin,https://www.procyclingstats.com/rider/quentin-pacher,12.0,12.0
14,MILAN Jonathan,https://www.procyclingstats.com/rider/jonathan-milan,10.0,10.0
14,WRIGHT Fred,https://www.procyclingstats.com/rider/alfred-wright,5.0,5.0
14,ARMIRAIL Bruno,https://www.procyclingstats.com/rider/bruno-armirail,5.0,5.0
14,RUBIO Einer,https://www.procyclingstats.com/rider/einer-rubio,4.0,101.0
14,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,4.0,11.0
14,JOHANNESSEN Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,3.0,100.0
14,RODRÍGUEZ Carlos,https://www.procyclingstats.com/rider/carlos-rodriguez-cano,3.0,99.0
14,O'CONNOR Ben,https://www.procyclingstats.com/rider/ben-o-connor,3.0,96.0
14,JEGAT Jordan,https://www.procyclingstats.com/rider/jordan-jegat,2.0,92.0
14,WOODS Michael,https://www.procyclingstats.com/rider/michael-woods,2.0,72.0
14,VLASOV Aleksandr,https://www.procyclingstats.com/rider/aleksandr-vlasov,2.0,70.0
14,STORER Michael,https://www.procyclingstats.com/rider/michael-storer,1.0,68.0
14,MÜHLBERGER Gregor,https://www.procyclingstats.com/rider/gregor-muhlberger,1.0,68.0
14,MAS Enric,https://www.procyclingstats.com/rider/enric-mas,1.0,67.0
14,ROMEO Iván,https://www.procyclingstats.com/rider/ivan-romeo,1.0,7.0
14,YATES Simon,https://www.procyclingstats.com/rider/simon-yates,,90.0
14,VERSTRYNGE Emiel,https://www.procyclingstats.com/rider/emiel-verstrynge,,70.0
14,HIGUITA Sergio,https://www.procyclingstats.com/rider/sergio-higuita,,66.0
14,BARRÉ Louis,https://www.procyclingstats.com/rider/louis-barre,,6.0
14,GALL Felix,https://www.procyclingstats.com/rider/felix-gall,,6.0
15,WELLENS Tim,https://www.procyclingstats.com/rider/tim-wellens,155.0,157.0
15,CAMPENAERTS Victor,https://www.procyclingstats.com/rider/victor-campenaerts,102.0,161.0
15,POWLESS Neilson,https://www.procyclingstats.com/rider/neilson-powless,99.0,155.0
15,MOHORIČ Matej,https://www.procyclingstats.com/rider/matej-mohoric,87.0,95.0
15,LUTSENKO Alexey,https://www.procyclingstats.com/rider/aleksey-lutsenko,75.0,168.0
15,STORER Michael,https://www.procyclingstats.com/rider/michael-storer,55.0,114.0
15,SIMMONS Quinn,https://www.procyclingstats.com/rider/quinn-simmons,54.0,114.0
15,VAN DER POEL Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,54.0,102.0
15,VERCHER Mattéo,https://www.procyclingstats.com/rider/matheo-vercher,51.0,93.0
15,GROVES Kaden,https://www.procyclingstats.com/rider/kaden-groves,51.0,93.0
15,DRIZNERS Jarrad,https://www.procyclingstats.com/rider/jarrad-drizners,51.0,56.0
15,VAN AERT Wout,https://www.procyclingstats.com/rider/wout-van-aert,48.0,156.0
15,ANDRESEN Tobias Lund,https://www.procyclingstats.com/rider/tobias-lund-andresen,48.0,96.0
15,DE LIE Arnaud,https://www.procyclingstats.com/rider/arnaud-de-lie,48.0,72.0
15,EENKHOORN Pascal,https://www.procyclingstats.com/rider/pascal-eenkhoorn,47.0,138.0
15,STEWART Jake,https://www.procyclingstats.com/rider/jake-stewart,47.0,96.0
15,RUSSO Clément,https://www.procyclingstats.com/rider/clement-russo,44.0,44.0
15,RODRÍGUEZ Carlos,https://www.procyclingstats.com/rider/carlos-rodriguez-cano,28.0,108.0
15,LEKNESSUND Andreas,https://www.procyclingstats.com/rider/andreas-leknessund,7.0,98.0
15,STUYVEN Jasper,https://www.procyclingstats.com/rider/jasper-stuyven,3.0,113.0
15,BARGUIL Warren,https://www.procyclingstats.com/rider/warren-barguil,2.0,108.0
15,VLASOV Aleksandr,https://www.procyclingstats.com/rider/aleksandr-vlasov,2.0,100.0
15,NYS Thibau,https://www.procyclingstats.com/rider/thibau-nys,,108.0
15,JEGAT Jordan,https://www.procyclingstats.com/rider/jordan-jegat,,108.0
15,ROMEO Iván,https://www.procyclingstats.com/rider/ivan-romeo,,106.0
15,BUITRAGO Santiago,https://www.procyclingstats.com/rider/santiago-buitrago-sanchez,,106.0
15,VALGREN Michael,https://www.procyclingstats.com/rider/michael-valgren-andersen,,106.0
15,O'CONNOR Ben,https://www.procyclingstats.com/rider/ben-o-connor,,100.0
15,TEJADA Harold,https://www.procyclingstats.com/rider/harold-tejada,,98.0
15,MADOUAS Valentin,https://www.procyclingstats.com/rider/valentin-madouas,,95.0
15,MARTIN Guillaume,https://www.procyclingstats.com/rider/guillaume-martin,,89.0
15,ALAPHILIPPE Julian,https://www.procyclingstats.com/rider/julian-alaphilippe,,87.0
15,LAURANCE Axel,https://www.procyclingstats.com/rider/axel-laurance,,84.0
15,MEURISSE Xandro,https://www.procyclingstats.com/rider/xandro-meurisse,,57.0
15,VAN DEN BROEK Frank,https://www.procyclingstats.com/rider/frank-van-den-broek,,51.0
15,BERTHET Clément,https://www.procyclingstats.com/rider/clement-berthet,,49.0
15,PITHIE Laurence,https://www.procyclingstats.com/rider/laurence-pithie,,20.0
15,FOSS Tobias,https://www.procyclingstats.com/rider/tobias-foss,,10.0
15,FEDOROV Yevgeniy,https://www.procyclingstats.com/rider/yevgeniy-fedorov,,7.0
15,ONLEY Oscar,https://www.procyclingstats.com/rider/oscar-onley,,7.0
16,MAS Enric,https://www.procyclingstats.com/rider/enric-mas,94.0,92.0
16,MEURISSE Xandro,https://www.procyclingstats.com/rider/xandro-meurisse,91.0,147.0
16,HALLER Marco,https://www.procyclingstats.com/rider/marco-haller,91.0,146.0
16,HIRSCHI Marc,https://www.procyclingstats.com/rider/marc-hirschi,90.0,145.0
16,VELASCO Simone,https://www.procyclingstats.com/rider/simone-velasco,81.0,86.0
16,ALAPHILIPPE Julian,https://www.procyclingstats.com/rider/julian-alaphilippe,79.0,88.0
16,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,78.0,86.0
16,ARENSMAN Thymen,https://www.procyclingstats.com/rider/thymen-arensman,76.0,86.0
16,TRENTIN Matteo,https://www.procyclingstats.com/rider/matteo-trentin,76.0,86.0
16,WRIGHT Fred,https://www.procyclingstats.com/rider/alfred-wright,56.0,78.0
16,EENKHOORN Pascal,https://www.procyclingstats.com/rider/pascal-eenkhoorn,35.0,88.0
16,HEALY Ben,https://www.procyclingstats.com/rider/ben-healy,34.0,93.0
16,MÜHLBERGER Gregor,https://www.procyclingstats.com/rider/gregor-muhlberger,32.0,86.0
16,CAMPENAERTS Victor,https://www.procyclingstats.com/rider/victor-campenaerts,31.0,90.0
16,BARRÉ Louis,https://www.procyclingstats.com/rider/louis-barre,31.0,88.0
16,BENOOT Tiesj,https://www.procyclingstats.com/rider/tiesj-benoot,30.0,88.0
16,COSTIOU Ewen,https://www.procyclingstats.com/rider/ewen-costiou,30.0,88.0
16,VAN WILDER Ilan,https://www.procyclingstats.com/rider/ilan-van-wilder,30.0,87.0
16,VAN MOER Brent,https://www.procyclingstats.com/rider/brent-van-moer,30.0,87.0
16,NEILANDS Krists,https://www.procyclingstats.com/rider/krists-neilands,30.0,86.0
16,SIVAKOV Pavel,https://www.procyclingstats.com/rider/pavel-sivakov,30.0,86.0
16,SKUJIŅŠ Toms,https://www.procyclingstats.com/rider/toms-skujins,30.0,86.0
16,SOLER Marc,https://www.procyclingstats.com/rider/marc-soler,30.0,86.0
16,ARANBURU Alex,https://www.procyclingstats.com/rider/alex-aranburu,29.0,86.0
16,DRIZNERS Jarrad,https://www.procyclingstats.com/rider/jarrad-drizners,29.0,86.0
16,BITTNER Pavel,https://www.procyclingstats.com/rider/pavel-bittner,29.0,86.0
16,PARET-PEINTRE Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,29.0,86.0
16,BUITRAGO Santiago,https://www.procyclingstats.com/rider/santiago-buitrago-sanchez,26.0,87.0
16,GARCÍA PIERNA Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,26.0,86.0
16,DE LIE Arnaud,https://www.procyclingstats.com/rider/arnaud-de-lie,26.0,86.0
16,LEKNESSUND Andreas,https://www.procyclingstats.com/rider/andreas-leknessund,26.0,86.0
16,WOODS Michael,https://www.procyclingstats.com/rider/michael-woods,25.0,86.0
16,BURGAUDEAU Mathieu,https://www.procyclingstats.com/rider/mathieu-burgaudeau,25.0,80.0
16,CHAMPOUSSIN Clément,https://www.procyclingstats.com/rider/clement-champoussin,25.0,79.0
16,VAN DIJKE Mick,https://www.procyclingstats.com/rider/mick-van-dijke,2.0,55.0
16,STANNARD Robert,https://www.procyclingstats.com/rider/robert-stannard,2.0,8.0
16,GROENEWEGEN Dylan,https://www.procyclingstats.com/rider/dylan-groenewegen,2.0,8.0
16,MILAN Jonathan,https://www.procyclingstats.com/rider/jonathan-milan,1.0,6.0
16,RICKAERT Jonas,https://www.procyclingstats.com/rider/jonas-rickaert,,78.0
16,VERSTRYNGE Emiel,https://www.procyclingstats.com/rider/emiel-verstrynge,,78.0
16,DELETTRE Alexandre,https://www.procyclingstats.com/rider/alexandre-delettre,,9.0
17,ABRAHAMSEN Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,152.0,152.0
17,ALBANESE Vincenzo,https://www.procyclingstats.com/rider/vincenzo-albanese,146.0,148.0
