stage,rank,status,gc_position,gc_timelag_seconds,bib,specialty,age,nationality_code,rider,rider_url,team,uci_points,pcs_points,time_raw,stage_gap_seconds,elapsed_seconds
13,12,finished,3,444,21,Climber,25,BE,Evenepoel Remco,https://www.procyclingstats.com/rider/remco-evenepoel,Soudal Quick-Step,20.0,6.0,",79",,
13,13,finished,12,1244,66,GC,24,ES,Rodríguez Carlos,https://www.procyclingstats.com/rider/carlos-rodriguez-cano,INEOS Grenadiers,15.0,4.0,",6",,
13,14,finished,8,636,221,Climber,25,NO,Johannessen Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,Uno-X Mobility,10.0,2.0,",23",,
13,15,finished,43,3992,36,GC,27,AU,Sweeny Harry,https://www.procyclingstats.com/rider/harry-sweeny,EF Education - EasyPost,5.0,1.0,",38",,
13,16,finished,15,1476,141,Climber,30,ES,Mas Enric,https://www.procyclingstats.com/rider/enric-mas,Movistar Team,,,",81",,
13,17,finished,63,5326,111,Classic,33,FR,Alaphilippe Julian,https://www.procyclingstats.com/rider/julian-alaphilippe,Tudor Pro Cycling Team,,,",09",,
13,18,finished,18,2009,137,GC,30,ES,Rodríguez Cristián,https://www.procyclingstats.com/rider/cristian-rodriguez,Arkéa - B&B Hotels,,,",45",,
13,19,finished,54,4891,152,TT,31,FR,Armirail Bruno,https://www.procyclingstats.com/rider/bruno-armirail,Decathlon AG2R La Mondiale Team,,,",45",,
13,20,finished,61,5261,51,Climber,25,CO,Buitrago Santiago,https://www.procyclingstats.com/rider/santiago-buitrago-sanchez,Bahrain - Victorious,,,",76",,
13,21,finished,20,2178,16,Climber,30,US,Kuss Sepp,https://www.procyclingstats.com/rider/sepp-kuss,Team Visma | Lease a Bike,,,",66",,
13,22,finished,77,5949,174,Climber,27,FR,Champoussin Clément,https://www.procyclingstats.com/rider/clement-champoussin,XDS Astana Team,,,",7",,
13,23,finished,13,1291,186,Climber,26,FR,Jegat Jordan,https://www.procyclingstats.com/rider/jordan-jegat,TotalEnergies,,,",23",,
13,24,finished,28,3123,94,Classic,22,FR,Grégoire Romain,https://www.procyclingstats.com/rider/romain-gregoire,Groupama - FDJ,,,",71",,
13,25,finished,31,3362,156,GC,29,FR,Paret-Peintre Aurélien,https://www.procyclingstats.com/rider/aurelien-paret-peintre,Decathlon AG2R La Mondiale Team,,,",07",,
13,26,finished,11,1017,31,Climber,24,IE,Healy Ben,https://www.procyclingstats.com/rider/ben-healy,EF Education - EasyPost,,,",17",,
13,27,finished,16,1554,121,GC,29,AU,O'Connor Ben,https://www.procyclingstats.com/rider/ben-o-connor,Team Jayco AlUla,,,",63",,
13,28,finished,69,5493,148,Climber,27,CO,Rubio Einer,https://www.procyclingstats.com/rider/einer-rubio,Movistar Team,,,",65",,
13,29,finished,23,2648,62,GC,25,NL,Arensman Thymen,https://www.procyclingstats.com/rider/thymen-arensman,INEOS Grenadiers,,,",83",,
13,30,finished,41,3931,34,Climber,24,FR,Baudin Alex,https://www.procyclingstats.com/rider/alex-baudin,EF Education - EasyPost,,,",77",,
13,31,finished,80,6044,206,GC,32,KZ,Lutsenko Alexey,https://www.procyclingstats.com/rider/aleksey-lutsenko,Israel - Premier Tech,,,",85",,
13,32,finished,74,5801,25,Climber,24,FR,Paret-Peintre Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,Soudal Quick-Step,,,",8",,
13,33,finished,14,1432,91,Climber,32,FR,Martin Guillaume,https://www.procyclingstats.com/rider/guillaume-martin,Groupama - FDJ,,,",29",,
13,34,finished,24,2716,176,Climber,27,CO,Higuita Sergio,https://www.procyclingstats.com/rider/sergio-higuita,XDS Astana Team,,,",96",,
13,35,finished,85,6256,63,TT,28,NO,Foss Tobias,https://www.procyclingstats.com/rider/tobias-foss,INEOS Grenadiers,,,",64",,
13,36,finished,26,2892,153,Climber,27,FR,Berthet Clément,https://www.procyclingstats.com/rider/clement-berthet,Decathlon AG2R La Mondiale Team,,,",41",,
13,37,finished,30,3345,192,Climber,33,FR,Barguil Warren,https://www.procyclingstats.com/rider/warren-barguil,Team Picnic PostNL,,,",86",,
13,38,finished,73,5792,108,Climber,23,BE,Verstrynge Emiel,https://www.procyclingstats.com/rider/emiel-verstrynge,Alpecin - Deceuninck,,,",94",,
13,39,finished,35,3732,178,Classic,29,IT,Velasco Simone,https://www.procyclingstats.com/rider/simone-velasco,XDS Astana Team,,,",94",,
13,40,finished,64,5344,26,GC,31,DE,Schachmann Maximilian,https://www.procyclingstats.com/rider/maximilian-schachmann,Soudal Quick-Step,,,",75",,
13,41,finished,108,7332,58,Hills,26,GB,Wright Fred,https://www.procyclingstats.com/rider/alfred-wright,Bahrain - Victorious,,,",73",,
13,42,finished,82,6118,164,GC,36,ES,Izagirre Ion,https://www.procyclingstats.com/rider/ion-izagirre,Cofidis,,,",78",,
13,43,finished,36,3775,96,Hills,33,FR,Pacher Quentin,https://www.procyclingstats.com/rider/quentin-pacher,Groupama - FDJ,,,",31",,
13,44,finished,32,3436,104,GC,33,BE,Meurisse Xandro,https://www.procyclingstats.com/rider/xandro-meurisse,Alpecin - Deceuninck,,,",78",,
13,45,finished,62,5309,6,Climber,31,ES,Soler Marc,https://www.procyclingstats.com/rider/marc-soler,UAE Team Emirates - XRG,,,",22",,
13,46,finished,68,5479,117,Climber,28,AU,Storer Michael,https://www.procyclingstats.com/rider/michael-storer,Tudor Pro Cycling Team,,,",47",,
13,47,finished,153,9578,217,Climber,24,BE,Van Eetvelt Lennert,https://www.procyclingstats.com/rider/lennert-van-eetvelt,Lotto,,,",69",,
13,48,finished,50,4669,35,Classic,28,US,Powless Neilson,https://www.procyclingstats.com/rider/neilson-powless,EF Education - EasyPost,,,",97",,
13,49,finished,49,4659,7,GC,34,BE,Wellens Tim,https://www.procyclingstats.com/rider/tim-wellens,UAE Team Emirates - XRG,,,",02",,
13,50,finished,33,3558,78,Climber,29,RU,Vlasov Aleksandr,https://www.procyclingstats.com/rider/aleksandr-vlasov,Red Bull - BORA - hansgrohe,,,",92",,
13,51,finished,106,7125,168,Classic,29,FR,Touzé Damien,https://www.procyclingstats.com/rider/damien-touze,Cofidis,,,",69",,
13,52,finished,67,5397,17,Classic,30,BE,van Aert Wout,https://www.procyclingstats.com/rider/wout-van-aert,Team Visma | Lease a Bike,,,",61",,
13,53,finished,42,3964,138,Classic,31,FR,Venturini Clément,https://www.procyclingstats.com/rider/clement-venturini,Arkéa - B&B Hotels,,,",15",,
13,54,finished,95,6603,142,TT,29,US,Barta Will,https://www.procyclingstats.com/rider/william-barta,Movistar Team,,,",7",,
13,55,finished,37,3800,203,GC,22,GB,Blackmore Joseph,https://www.procyclingstats.com/rider/joseph-blackmore,Israel - Premier Tech,,,",84",,
13,56,finished,66,5396,171,Climber,28,CO,Tejada Harold,https://www.procyclingstats.com/rider/harold-tejada,XDS Astana Team,,,",79",,
13,57,finished,53,4855,184,GC,24,FR,Gachignard Thomas,https://www.procyclingstats.com/rider/thomas-gachignard,TotalEnergies,,,",05",,
13,58,finished,103,6991,103,Hills,26,AU,Groves Kaden,https://www.procyclingstats.com/rider/kaden-groves,Alpecin - Deceuninck,,,",27",,
13,59,finished,145,9446,43,Classic,24,BE,Braet Vito,https://www.procyclingstats.com/rider/vito-braet,Intermarché - Wanty,,,",85",,
13,60,finished,56,4912,212,Classic,24,BE,Berckmoes Jenno,https://www.procyclingstats.com/rider/jenno-berckmoes,Lotto,,,",79",,
13,61,finished,57,4976,198,GC,24,NL,van den Broek Frank,https://www.procyclingstats.com/rider/frank-van-den-broek,Team Picnic PostNL,,,",67",,
13,62,finished,44,4310,28,GC,25,BE,Van Wilder Ilan,https://www.procyclingstats.com/rider/ilan-van-wilder,Soudal Quick-Step,,,",39",,
13,63,finished,22,2431,18,Climber,32,GB,Yates Simon,https://www.procyclingstats.com/rider/simon-yates,Team Visma | Lease a Bike,,,",11",,
13,64,finished,135,9011,46,Classic,27,DE,Rutsch Jonas,https://www.procyclingstats.com/rider/jonas-rutsch,Intermarché - Wanty,,,",86",,
13,65,finished,25,2736,95,Classic,29,FR,Madouas Valentin,https://www.procyclingstats.com/rider/valentin-madouas,Groupama - FDJ,,,",8",,
13,66,finished,124,8529,56,Classic,30,SI,Mohorič Matej,https://www.procyclingstats.com/rider/matej-mohoric,Bahrain - Victorious,,,",35",,
13,67,finished,76,5881,162,Classic,29,ES,Aranburu Alex,https://www.procyclingstats.com/rider/alex-aranburu,Cofidis,,,",57",,
13,68,finished,38,3820,146,GC,31,AT,Mühlberger Gregor,https://www.procyclingstats.com/rider/gregor-muhlberger,Movistar Team,,,",06",,
13,69,finished,119,7910,57,Hills,26,AU,Stannard Robert,https://www.procyclingstats.com/rider/robert-stannard,Bahrain - Victorious,,,",18",,
13,70,finished,94,6601,33,TT,30,DK,Asgreen Kasper,https://www.procyclingstats.com/rider/kasper-asgreen,EF Education - EasyPost,,,",41",,
13,71,finished,93,6601,86,Classic,34,LV,Skujiņš Toms,https://www.procyclingstats.com/rider/toms-skujins,Lidl - Trek,,,",01",,
13,72,finished,96,6607,166,GC,33,BE,Teuns Dylan,https://www.procyclingstats.com/rider/dylan-teuns,Cofidis,,,",05",,
13,73,finished,60,5146,144,TT,36,PT,Oliveira Nelson,https://www.procyclingstats.com/rider/nelson-oliveira,Movistar Team,,,",27",,
13,74,finished,45,4412,84,Hills,24,US,Simmons Quinn,https://www.procyclingstats.com/rider/quinn-simmons,Lidl - Trek,,,",19",,
13,75,finished,17,1648,3,Hills,28,EC,Narváez Jhonatan,https://www.procyclingstats.com/rider/jhonatan-narvaez,UAE Team Emirates - XRG,,,",49",,
13,76,finished,59,4998,61,GC,39,GB,Thomas Geraint,https://www.procyclingstats.com/rider/geraint-thomas,INEOS Grenadiers,,,",74",,
13,77,finished,84,6198,37,Classic,33,DK,Valgren Michael,https://www.procyclingstats.com/rider/michael-valgren-andersen,EF Education - EasyPost,,,",28",,
13,78,finished,113,7705,67,Classic,29,GB,Swift Connor,https://www.procyclingstats.com/rider/connor-swift,INEOS Grenadiers,,,",12",,
13,79,finished,71,5634,133,GC,22,FR,Costiou Ewen,https://www.procyclingstats.com/rider/ewen-costiou,Arkéa - B&B Hotels,,,",48",,
13,80,finished,92,6587,222,Classic,29,NO,Abrahamsen Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,Uno-X Mobility,,,",12",,
13,81,finished,109,7434,147,GC,21,ES,Romeo Iván,https://www.procyclingstats.com/rider/ivan-romeo,Movistar Team,,,",16",,
13,82,finished,75,5808,136,Hills,24,FR,Le Berre Mathis,https://www.procyclingstats.com/rider/mathis-le-berre,Arkéa - B&B Hotels,,,",21",,
13,83,finished,105,7110,4,Classic,31,DE,Politt Nils,https://www.procyclingstats.com/rider/nils-politt,UAE Team Emirates - XRG,,,",28",,
13,84,finished,143,9387,44,Classic,23,FR,Page Hugo,https://www.procyclingstats.com/rider/hugo-page,Intermarché - Wanty,,,",23",,
13,85,finished,19,2010,85,Climber,24,DK,Skjelmose Mattias,https://www.procyclingstats.com/rider/mattias-skjelmose-jensen,Lidl - Trek,,,",51",,
13,86,finished,110,7445,42,Classic,25,FR,Barré Louis,https://www.procyclingstats.com/rider/louis-barre,Intermarché - Wanty,,,",98",,
13,87,finished,87,6356,218,Classic,27,BE,Van Moer Brent,https://www.procyclingstats.com/rider/brent-van-moer,Lotto,,,",28",,
13,88,finished,70,5537,201,Climber,38,CA,Woods Michael,https://www.procyclingstats.com/rider/michael-woods,Israel - Premier Tech,,,",72",,
13,89,finished,118,7805,98,Classic,30,FR,Russo Clément,https://www.procyclingstats.com/rider/clement-russo,Groupama - FDJ,,,",01",,
13,90,finished,163,9944,215,Classic,26,BE,Grignard Sébastien,https://www.procyclingstats.com/rider/sebastien-grignard,Lotto,,,",02",,
13,91,finished,21,2230,161,GC,32,DE,Buchmann Emanuel,https://www.procyclingstats.com/rider/emanuel-buchmann,Cofidis,,,",24",,
13,92,finished,139,9248,193,Sprint,22,CZ,Bittner Pavel,https://www.procyclingstats.com/rider/pavel-bittner,Team Picnic PostNL,,,",5",,
13,93,finished,147,9460,102,Classic,34,CH,Dillier Silvan,https://www.procyclingstats.com/rider/silvan-dillier,Alpecin - Deceuninck,,,",15",,
13,94,finished,29,3310,181,GC,29,BE,Cras Steff,https://www.procyclingstats.com/rider/steff-cras,TotalEnergies,,,",57",,
13,95,finished,107,7211,5,GC,28,FR,Sivakov Pavel,https://www.procyclingstats.com/rider/pavel-sivakov,UAE Team Emirates - XRG,,,",42",,
13,96,finished,58,4980,182,Hills,26,FR,Burgaudeau Mathieu,https://www.procyclingstats.com/rider/mathieu-burgaudeau,TotalEnergies,,,",45",,
13,97,finished,156,9634,76,Classic,25,NL,van Dijke Mick,https://www.procyclingstats.com/rider/mick-van-dijke,Red Bull - BORA - hansgrohe,,,",22",,
13,98,finished,116,7789,187,Classic,31,FR,Turgis Anthony,https://www.procyclingstats.com/rider/anthony-turgis,TotalEnergies,,,",06",,
13,99,finished,91,6582,227,GC,26,NO,Leknessund Andreas,https://www.procyclingstats.com/rider/andreas-leknessund,Uno-X Mobility,,,",22",,
13,100,finished,86,6284,207,Classic,30,LV,Neilands Krists,https://www.procyclingstats.com/rider/krists-neilands,Israel - Premier Tech,,,",7",,
13,101,finished,155,9587,167,TT,29,FR,Thomas Benjamin,https://www.procyclingstats.com/rider/benjamin-thomas-2,Cofidis,,,",0",,
13,102,finished,97,6632,177,Classic,32,NL,Teunissen Mike,https://www.procyclingstats.com/rider/mike-teunissen,XDS Astana Team,,,",47",,
13,103,finished,65,5363,87,Classic,33,BE,Stuyven Jasper,https://www.procyclingstats.com/rider/jasper-stuyven,Lidl - Trek,,,",6",,
13,104,finished,83,6193,93,Hills,29,FR,Barthe Cyril,https://www.procyclingstats.com/rider/cyril-barthe,Groupama - FDJ,,,",67",,
13,105,finished,132,8903,12,TT,29,IT,Affini Edoardo,https://www.procyclingstats.com/rider/edoardo-affini,Team Visma | Lease a Bike,,,",88",,
13,106,finished,104,7001,195,Classic,22,DK,Andresen Tobias Lund,https://www.procyclingstats.com/rider/tobias-lund-andresen,Team Picnic PostNL,,,",55",,
13,107,finished,40,3897,106,Classic,30,NL,van der Poel Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,Alpecin - Deceuninck,,,",74",,
13,108,finished,46,4437,23,Classic,28,NL,Eenkhoorn Pascal,https://www.procyclingstats.com/rider/pascal-eenkhoorn,Soudal Quick-Step,,,",77",,
13,108,finished,151,9555,197,GC,26,NL,Naberman Tim,https://www.procyclingstats.com/rider/tim-naberman,Team Picnic PostNL,,,",,",,
13,110,finished,111,7595,205,Classic,25,FR,Louvel Matis,https://www.procyclingstats.com/rider/matis-louvel,Israel - Premier Tech,,,",81",,
13,111,finished,34,3667,13,Classic,31,BE,Benoot Tiesj,https://www.procyclingstats.com/rider/tiesj-benoot,Team Visma | Lease a Bike,,,",16",,
13,112,finished,39,3850,157,GC,28,AU,Scotson Callum,https://www.procyclingstats.com/rider/callum-scotson,Decathlon AG2R La Mondiale Team,,,",85",,
13,113,finished,100,6716,75,Classic,23,NZ,Pithie Laurence,https://www.procyclingstats.com/rider/laurence-pithie,Red Bull - BORA - hansgrohe,,,",19",,
13,114,finished,78,5978,155,Classic,34,BE,Naesen Oliver,https://www.procyclingstats.com/rider/oliver-naesen,Decathlon AG2R La Mondiale Team,,,",26",,
13,115,finished,99,6710,143,Climber,24,ES,Castrillo Pablo,https://www.procyclingstats.com/rider/pablo-castrillo-zapater,Movistar Team,,,",32",,
13,116,finished,169,10290,47,GC,24,NL,van Sintmaartensdijk Roel,https://www.procyclingstats.com/rider/roel-van-sintmaartensdijk,Intermarché - Wanty,,,",54",,
13,117,finished,149,9526,81,Sprint,24,IT,Milan Jonathan,https://www.procyclingstats.com/rider/jonathan-milan,Lidl - Trek,,,",27",,
13,118,finished,150,9544,123,TT,34,AU,Durbridge Luke,https://www.procyclingstats.com/rider/luke-durbridge,Team Jayco AlUla,,,",48",,
13,119,finished,121,7946,32,Hills,28,IT,Albanese Vincenzo,https://www.procyclingstats.com/rider/vincenzo-albanese,EF Education - EasyPost,,,",83",,
13,120,finished,114,7721,145,Classic,29,ES,García Cortina Iván,https://www.procyclingstats.com/rider/ivan-garcia-cortina,Movistar Team,,,",7",,
13,121,finished,165,10118,175,Classic,25,KZ,Fedorov Yevgeniy,https://www.procyclingstats.com/rider/yevgeniy-fedorov,XDS Astana Team,,,",78",,
13,122,finished,98,6693,113,Classic,34,AT,Haller Marco,https://www.procyclingstats.com/rider/marco-haller,Tudor Pro Cycling Team,,,",59",,
13,123,finished,52,4731,135,Climber,24,ES,García Pierna Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,Arkéa - B&B Hotels,,,",18",,
13,124,finished,138,9247,132,Classic,32,BE,Capiot Amaury,https://www.procyclingstats.com/rider/amaury-capiot,Arkéa - B&B Hotels,,,",94",,
13,125,finished,131,8815,194,GC,25,GB,Flynn Sean,https://www.procyclingstats.com/rider/sean-flynn,Team Picnic PostNL,,,",18",,
13,126,finished,101,6743,118,Classic,35,IT,Trentin Matteo,https://www.procyclingstats.com/rider/matteo-trentin,Tudor Pro Cycling Team,,,",66",,
13,127,finished,79,6033,114,Classic,26,CH,Hirschi Marc,https://www.procyclingstats.com/rider/marc-hirschi,Tudor Pro Cycling Team,,,",98",,
13,128,finished,90,6545,226,GC,25,NO,Johannessen Anders Halland,https://www.procyclingstats.com/rider/anders-halland-johannessen,Uno-X Mobility,,,",36",,
13,129,finished,166,10164,82,Classic,30,IT,Consonni Simone,https://www.procyclingstats.com/rider/simone-consonni,Lidl - Trek,,,",65",,
13,130,finished,72,5646,158,Classic,23,FR,Tronchon Bastien,https://www.procyclingstats.com/rider/bastien-tronchon,Decathlon AG2R La Mondiale Team,,,",9",,
13,131,finished,127,8596,77,Sprint,31,NL,van Poppel Danny,https://www.procyclingstats.com/rider/danny-van-poppel,Red Bull - BORA - hansgrohe,,,",71",,
13,132,finished,122,8230,196,Sprint,26,DE,Märkl Niklas,https://www.procyclingstats.com/rider/niklas-markl,Team Picnic PostNL,,,",98",,
13,133,finished,141,9351,92,Classic,24,GB,Askey Lewis,https://www.procyclingstats.com/rider/lewis-askey,Groupama - FDJ,,,",63",,
13,134,finished,55,4911,65,Hills,24,FR,Laurance Axel,https://www.procyclingstats.com/rider/axel-laurance,INEOS Grenadiers,,,",89",,
13,135,finished,125,8539,202,Sprint,31,DE,Ackermann Pascal,https://www.procyclingstats.com/rider/pascal-ackermann,Israel - Premier Tech,,,",93",,
13,136,finished,130,8603,97,Classic,23,FR,Penhoët Paul,https://www.procyclingstats.com/rider/paul-penhoet,Groupama - FDJ,,,",36",,
13,137,finished,126,8575,112,Sprint,27,IT,Dainese Alberto,https://www.procyclingstats.com/rider/alberto-dainese,Tudor Pro Cycling Team,,,",3",,
13,138,finished,170,10394,73,Classic,27,BE,Meeus Jordi,https://www.procyclingstats.com/rider/jordi-meeus,Red Bull - BORA - hansgrohe,,,",14",,
13,139,finished,159,9784,172,Classic,30,IT,Ballerini Davide,https://www.procyclingstats.com/rider/davide-ballerini,XDS Astana Team,,,",08",,
13,140,finished,134,8913,208,Hills,25,GB,Stewart Jake,https://www.procyclingstats.com/rider/jake-stewart,Israel - Premier Tech,,,",23",,
13,141,finished,123,8377,83,Hills,22,BE,Nys Thibau,https://www.procyclingstats.com/rider/thibau-nys,Lidl - Trek,,,",37",,
13,142,finished,128,8598,68,Hills,23,GB,Watson Samuel,https://www.procyclingstats.com/rider/samuel-watson,INEOS Grenadiers,,,",64",,
13,143,finished,140,9288,45,Classic,25,BE,Rex Laurenz,https://www.procyclingstats.com/rider/laurenz-rex,Intermarché - Wanty,,,",83",,
13,144,finished,48,4506,225,Classic,30,NO,Hoelgaard Markus,https://www.procyclingstats.com/rider/markus-hoelgaard,Uno-X Mobility,,,",54",,
13,145,finished,146,9453,224,Sprint,22,NO,Edvardsen-Fredheim Stian,https://www.procyclingstats.com/rider/stian-fredheim,Uno-X Mobility,,,",57",,
13,146,finished,112,7618,105,Classic,31,BE,Rickaert Jonas,https://www.procyclingstats.com/rider/jonas-rickaert,Alpecin - Deceuninck,,,",03",,
13,147,finished,161,9814,214,GC,26,AU,Drizners Jarrad,https://www.procyclingstats.com/rider/jarrad-drizners,Lotto,,,",55",,
13,148,finished,167,10196,88,Classic,34,BE,Theuns Edward,https://www.procyclingstats.com/rider/edward-theuns,Lidl - Trek,,,",07",,
13,149,finished,89,6483,74,Classic,31,IT,Moscon Gianni,https://www.procyclingstats.com/rider/gianni-moscon,Red Bull - BORA - hansgrohe,,,",95",,
13,150,finished,47,4501,14,TT,33,BE,Campenaerts Victor,https://www.procyclingstats.com/rider/victor-campenaerts,Team Visma | Lease a Bike,,,",01",,
13,151,finished,144,9425,223,Hills,32,DK,Cort Magnus,https://www.procyclingstats.com/rider/magnus-cort-nielsen,Uno-X Mobility,,,",59",,
13,152,finished,117,7796,163,Sprint,33,FR,Coquard Bryan,https://www.procyclingstats.com/rider/bryan-coquard,Cofidis,,,",77",,
13,153,finished,120,7944,107,Classic,32,BE,Vermeersch Gianni,https://www.procyclingstats.com/rider/gianni-vermeersch,Alpecin - Deceuninck,,,",68",,
13,154,finished,164,10112,53,TT,34,PL,Gradek Kamil,https://www.procyclingstats.com/rider/kamil-gradek,Bahrain - Victorious,,,",78",,
13,155,finished,157,9751,52,Sprint,31,DE,Bauhaus Phil,https://www.procyclingstats.com/rider/phil-bauhaus,Bahrain - Victorious,,,",03",,
13,156,finished,171,10710,188,Hills,24,FR,Vercher Mattéo,https://www.procyclingstats.com/rider/matheo-vercher,TotalEnergies,,,",48",,
13,157,finished,152,9564,27,Classic,32,BE,Van Lerberghe Bert,https://www.procyclingstats.com/rider/bert-van-lerberghe,Soudal Quick-Step,,,",34",,
13,158,finished,148,9471,165,Classic,26,FR,Renard Alexis,https://www.procyclingstats.com/rider/alexis-renard,Cofidis,,,",7",,
13,159,finished,137,9172,211,Classic,23,BE,De Lie Arnaud,https://www.procyclingstats.com/rider/arnaud-de-lie,Lotto,,,",83",,
13,160,finished,115,7766,216,GC,34,AR,Sepúlveda Eduardo,https://www.procyclingstats.com/rider/eduardo-sepulveda,Lotto,,,",24",,
13,161,finished,142,9380,124,Sprint,32,NL,Groenewegen Dylan,https://www.procyclingstats.com/rider/dylan-groenewegen,Team Jayco AlUla,,,",91",,
13,162,finished,51,4699,183,Classic,27,FR,Delettre Alexandre,https://www.procyclingstats.com/rider/alexandre-delettre,TotalEnergies,,,",6",,
13,163,finished,81,6115,116,Hills,24,DE,Mayrhofer Marius,https://www.procyclingstats.com/rider/marius-mayrhofer,Tudor Pro Cycling Team,,,",64",,
13,164,finished,168,10274,115,Classic,31,CH,Lienhard Fabian,https://www.procyclingstats.com/rider/fabian-lienhard,Tudor Pro Cycling Team,,,",61",,
13,165,finished,162,9874,204,Classic,36,CA,Boivin Guillaume,https://www.procyclingstats.com/rider/guillaume-boivin,Israel - Premier Tech,,,",24",,
13,166,finished,88,6396,128,Hills,25,CH,Schmid Mauro,https://www.procyclingstats.com/rider/mauro-schmid,Team Jayco AlUla,,,",37",,
13,167,finished,133,8906,41,Classic,25,ER,Girmay Biniam,https://www.procyclingstats.com/rider/biniam-girmay,Intermarché - Wanty,,,",65",,
13,168,finished,160,9812,134,Classic,33,FR,Démare Arnaud,https://www.procyclingstats.com/rider/arnaud-demare,Arkéa - B&B Hotels,,,",52",,
13,169,finished,136,9156,127,Classic,33,NL,Reinders Elmar,https://www.procyclingstats.com/rider/elmar-reinders,Team Jayco AlUla,,,",82",,
13,170,finished,154,9582,24,Sprint,32,BE,Merlier Tim,https://www.procyclingstats.com/rider/tim-merlier,Soudal Quick-Step,,,",48",,
13,171,finished,158,9763,125,Hills,37,SI,Mezgec Luka,https://www.procyclingstats.com/rider/luka-mezgec,Team Jayco AlUla,,,",11",,
14,1,finished,16,2576,62,GC,25,NL,Arensman Thymen,https://www.procyclingstats.com/rider/thymen-arensman,INEOS Grenadiers,210.0,100.0,4:53:35,0,17615
14,2,finished,1,0,1,Climber,26,SI,Pogačar Tadej,https://www.procyclingstats.com/rider/tadej-pogacar,UAE Team Emirates - XRG,150.0,70.0,1:08,68,17683
14,3,finished,2,253,11,GC,28,DK,Vingegaard Jonas,https://www.procyclingstats.com/rider/jonas-vingegaard,Team Visma | Lease a Bike,110.0,50.0,1:12,72,17687
14,4,finished,7,720,151,Climber,27,AT,Gall Felix,https://www.procyclingstats.com/rider/felix-gall,Decathlon AG2R La Mondiale Team,90.0,40.0,1:19,79,17694
14,5,finished,3,473,72,GC,24,DE,Lipowitz Florian,https://www.procyclingstats.com/rider/florian-lipowitz,Red Bull - BORA - hansgrohe,70.0,32.0,1:25,85,17700
14,6,finished,4,558,191,GC,22,GB,Onley Oscar,https://www.procyclingstats.com/rider/oscar-onley,Team Picnic PostNL,55.0,26.0,2:09,129,17744
14,7,finished,9,1121,31,Climber,24,IE,Healy Ben,https://www.procyclingstats.com/rider/ben-healy,EF Education - EasyPost,45.0,22.0,2:46,166,17781
14,8,finished,6,634,71,Climber,35,SI,Roglič Primož,https://www.procyclingstats.com/rider/primoz-roglic,Red Bull - BORA - hansgrohe,40.0,18.0,",,",166,17781
14,9,finished,8,753,221,Climber,25,NO,Johannessen Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,Uno-X Mobility,35.0,14.0,2:59,179,17794
14,10,finished,5,621,131,GC,24,FR,Vauquelin Kévin,https://www.procyclingstats.com/rider/kevin-vauquelin,Arkéa - B&B Hotels,30.0,10.0,3:08,188,17803
14,11,finished,10,1377,66,GC,24,ES,Rodríguez Carlos,https://www.procyclingstats.com/rider/carlos-rodriguez-cano,INEOS Grenadiers,25.0,8.0,3:15,195,17810
14,12,finished,39,5559,171,Climber,28,CO,Tejada Harold,https://www.procyclingstats.com/rider/harold-tejada,XDS Astana Team,20.0,6.0,3:45,225,17840
14,13,finished,11,1458,186,Climber,26,FR,Jegat Jordan,https://www.procyclingstats.com/rider/jordan-jegat,TotalEnergies,15.0,4.0,3:49,229,17844
14,14,finished,22,3304,8,Climber,32,GB,Yates Adam,https://www.procyclingstats.com/rider/adam-yates,UAE Team Emirates - XRG,10.0,2.0,4:36,276,17891
14,15,finished,42,5714,148,Climber,27,CO,Rubio Einer,https://www.procyclingstats.com/rider/einer-rubio,Movistar Team,5.0,1.0,4:43,283,17898
14,16,finished,12,1815,121,GC,29,AU,O'Connor Ben,https://www.procyclingstats.com/rider/ben-o-connor,Team Jayco AlUla,,,5:23,323,17938
14,17,finished,14,1915,3,Hills,28,EC,Narváez Jhonatan,https://www.procyclingstats.com/rider/jhonatan-narvaez,UAE Team Emirates - XRG,,,5:29,329,17944
14,18,finished,18,2749,18,Climber,32,GB,Yates Simon,https://www.procyclingstats.com/rider/simon-yates,Team Visma | Lease a Bike,,,6:20,380,17995
14,19,finished,27,4246,157,GC,28,AU,Scotson Callum,https://www.procyclingstats.com/rider/callum-scotson,Decathlon AG2R La Mondiale Team,,,7:38,458,18073
14,20,finished,21,3115,176,Climber,27,CO,Higuita Sergio,https://www.procyclingstats.com/rider/sergio-higuita,XDS Astana Team,,,7:41,461,18076
14,21,finished,26,4219,146,GC,31,AT,Mühlberger Gregor,https://www.procyclingstats.com/rider/gregor-muhlberger,Movistar Team,,,",,",461,18076
14,22,finished,17,2610,16,Climber,30,US,Kuss Sepp,https://www.procyclingstats.com/rider/sepp-kuss,Team Visma | Lease a Bike,,,8:14,494,18109
14,23,finished,13,1894,91,Climber,32,FR,Martin Guillaume,https://www.procyclingstats.com/rider/guillaume-martin,Groupama - FDJ,,,8:44,524,18139
