stage,rank,status,gc_position,gc_timelag_seconds,bib,specialty,age,nationality_code,rider,rider_url,team,uci_points,pcs_points,time_raw,stage_gap_seconds,elapsed_seconds
1,1,finished,1,0,101,Sprint,27,BE,Philipsen Jasper,https://www.procyclingstats.com/rider/jasper-philipsen,Alpecin - Deceuninck,210.0,100.0,3:53:11,0,13991
1,2,finished,2,4,41,Classic,25,ER,Girmay Biniam,https://www.procyclingstats.com/rider/biniam-girmay,Intermarché - Wanty,150.0,70.0,",,",0,13991
1,3,finished,3,6,228,Classic,25,NO,Wærenskjold Søren,https://www.procyclingstats.com/rider/soren-waerenskjold,Uno-X Mobility,110.0,50.0,",,",0,13991
1,4,finished,4,10,187,Classic,31,FR,Turgis Anthony,https://www.procyclingstats.com/rider/anthony-turgis,TotalEnergies,90.0,40.0,",,",0,13991
1,5,finished,5,10,118,Classic,35,IT,Trentin Matteo,https://www.procyclingstats.com/rider/matteo-trentin,Tudor Pro Cycling Team,70.0,32.0,",,",0,13991
1,6,finished,6,10,98,Classic,30,FR,Russo Clément,https://www.procyclingstats.com/rider/clement-russo,Groupama - FDJ,55.0,26.0,",,",0,13991
1,7,finished,7,10,97,Classic,23,FR,Penhoët Paul,https://www.procyclingstats.com/rider/paul-penhoet,Groupama - FDJ,45.0,22.0,",,",0,13991
1,8,finished,8,10,15,GC,26,US,Jorgenson Matteo,https://www.procyclingstats.com/rider/matteo-jorgenson,Team Visma | Lease a Bike,40.0,18.0,",,",0,13991
1,9,finished,9,10,116,Hills,24,DE,Mayrhofer Marius,https://www.procyclingstats.com/rider/marius-mayrhofer,Tudor Pro Cycling Team,35.0,14.0,",,",0,13991
1,10,finished,10,10,68,Hills,23,GB,Watson Samuel,https://www.procyclingstats.com/rider/samuel-watson,INEOS Grenadiers,30.0,10.0,",,",0,13991
1,11,finished,11,10,177,Classic,32,NL,Teunissen Mike,https://www.procyclingstats.com/rider/mike-teunissen,XDS Astana Team,25.0,8.0,",,",0,13991
1,12,finished,12,10,145,Classic,29,ES,García Cortina Iván,https://www.procyclingstats.com/rider/ivan-garcia-cortina,Movistar Team,20.0,6.0,",,",0,13991
1,13,finished,13,10,196,Sprint,26,DE,Märkl Niklas,https://www.procyclingstats.com/rider/niklas-markl,Team Picnic PostNL,15.0,4.0,",,",0,13991
1,14,finished,14,10,36,GC,26,AU,Sweeny Harry,https://www.procyclingstats.com/rider/harry-sweeny,EF Education - EasyPost,10.0,2.0,",,",0,13991
1,15,finished,15,10,207,Classic,30,LV,Neilands Krists,https://www.procyclingstats.com/rider/krists-neilands,Israel - Premier Tech,5.0,1.0,",,",0,13991
1,16,finished,16,10,131,GC,24,FR,Vauquelin Kévin,https://www.procyclingstats.com/rider/kevin-vauquelin,Arkéa - B&B Hotels,,,",,",0,13991
1,17,finished,17,10,168,Classic,28,FR,Touzé Damien,https://www.procyclingstats.com/rider/damien-touze,Cofidis,,,",,",0,13991
1,18,finished,18,10,1,Climber,26,SI,Pogačar Tadej,https://www.procyclingstats.com/rider/tadej-pogacar,UAE Team Emirates - XRG,,,",,",0,13991
1,19,finished,19,10,202,Sprint,31,DE,Ackermann Pascal,https://www.procyclingstats.com/rider/pascal-ackermann,Israel - Premier Tech,,,",,",0,13991
1,20,finished,20,10,11,GC,28,DK,Vingegaard Jonas,https://www.procyclingstats.com/rider/jonas-vingegaard,Team Visma | Lease a Bike,,,",,",0,13991
1,21,finished,21,10,87,Classic,33,BE,Stuyven Jasper,https://www.procyclingstats.com/rider/jasper-stuyven,Lidl - Trek,,,",,",0,13991
1,22,finished,22,10,113,Classic,34,AT,Haller Marco,https://www.procyclingstats.com/rider/marco-haller,Tudor Pro Cycling Team,,,",,",0,13991
1,23,finished,23,10,103,Hills,26,AU,Groves Kaden,https://www.procyclingstats.com/rider/kaden-groves,Alpecin - Deceuninck,,,",,",0,13991
1,24,finished,24,10,33,TT,30,DK,Asgreen Kasper,https://www.procyclingstats.com/rider/kasper-asgreen,EF Education - EasyPost,,,",,",0,13991
1,25,finished,25,10,203,GC,22,GB,Blackmore Joseph,https://www.procyclingstats.com/rider/joseph-blackmore,Israel - Premier Tech,,,",,",0,13991
1,26,finished,26,10,125,Hills,37,SI,Mezgec Luka,https://www.procyclingstats.com/rider/luka-mezgec,Team Jayco AlUla,,,",,",0,13991
1,27,finished,27,10,13,Classic,31,BE,Benoot Tiesj,https://www.procyclingstats.com/rider/tiesj-benoot,Team Visma | Lease a Bike,,,",,",0,13991
1,28,finished,28,10,106,Classic,30,NL,van der Poel Mathieu,https://www.procyclingstats.com/rider/mathieu-van-der-poel,Alpecin - Deceuninck,,,",,",0,13991
1,29,finished,29,10,224,Sprint,22,NO,Edvardsen-Fredheim Stian,https://www.procyclingstats.com/rider/stian-fredheim,Uno-X Mobility,,,",,",0,13991
1,30,finished,30,10,221,Climber,25,NO,Johannessen Tobias Halland,https://www.procyclingstats.com/rider/tobias-halland-johannessen,Uno-X Mobility,,,",,",0,13991
1,31,finished,31,10,141,Climber,30,ES,Mas Enric,https://www.procyclingstats.com/rider/enric-mas,Movistar Team,,,",,",0,13991
1,32,finished,32,10,7,GC,34,BE,Wellens Tim,https://www.procyclingstats.com/rider/tim-wellens,UAE Team Emirates - XRG,,,",,",0,13991
1,33,finished,33,10,93,Hills,29,FR,Barthe Cyril,https://www.procyclingstats.com/rider/cyril-barthe,Groupama - FDJ,,,",,",0,13991
1,34,finished,36,23,222,Classic,29,NO,Abrahamsen Jonas,https://www.procyclingstats.com/rider/jonas-abrahamsen,Uno-X Mobility,,,0:13,13,14004
1,35,finished,37,23,105,Classic,31,BE,Rickaert Jonas,https://www.procyclingstats.com/rider/jonas-rickaert,Alpecin - Deceuninck,,,",,",13,14004
1,36,finished,38,23,104,GC,33,BE,Meurisse Xandro,https://www.procyclingstats.com/rider/xandro-meurisse,Alpecin - Deceuninck,,,",,",13,14004
1,37,finished,39,30,172,Classic,30,IT,Ballerini Davide,https://www.procyclingstats.com/rider/davide-ballerini,XDS Astana Team,,,0:20,20,14011
1,38,finished,40,35,12,TT,29,IT,Affini Edoardo,https://www.procyclingstats.com/rider/edoardo-affini,Team Visma | Lease a Bike,,,0:25,25,14016
1,39,finished,41,49,81,Sprint,24,IT,Milan Jonathan,https://www.procyclingstats.com/rider/jonathan-milan,Lidl - Trek,,,0:39,39,14030
1,40,finished,42,49,211,Classic,23,BE,De Lie Arnaud,https://www.procyclingstats.com/rider/arnaud-de-lie,Lotto,,,",,",39,14030
1,41,finished,43,49,163,Sprint,33,FR,Coquard Bryan,https://www.procyclingstats.com/rider/bryan-coquard,Cofidis,,,",,",39,14030
1,42,finished,44,49,73,Classic,27,BE,Meeus Jordi,https://www.procyclingstats.com/rider/jordi-meeus,Red Bull - BORA - hansgrohe,,,",,",39,14030
1,43,finished,45,49,193,Sprint,22,CZ,Bittner Pavel,https://www.procyclingstats.com/rider/pavel-bittner,Team Picnic PostNL,,,",,",39,14030
1,44,finished,46,49,112,Sprint,27,IT,Dainese Alberto,https://www.procyclingstats.com/rider/alberto-dainese,Tudor Pro Cycling Team,,,",,",39,14030
1,45,finished,47,49,57,Hills,26,AU,Stannard Robert,https://www.procyclingstats.com/rider/robert-stannard,Bahrain - Victorious,,,",,",39,14030
1,46,finished,48,49,52,Sprint,30,DE,Bauhaus Phil,https://www.procyclingstats.com/rider/phil-bauhaus,Bahrain - Victorious,,,",,",39,14030
1,47,finished,49,49,24,Sprint,32,BE,Merlier Tim,https://www.procyclingstats.com/rider/tim-merlier,Soudal Quick-Step,,,",,",39,14030
1,48,finished,50,49,17,Classic,30,BE,van Aert Wout,https://www.procyclingstats.com/rider/wout-van-aert,Team Visma | Lease a Bike,,,",,",39,14030
1,49,finished,51,49,77,Sprint,31,NL,van Poppel Danny,https://www.procyclingstats.com/rider/danny-van-poppel,Red Bull - BORA - hansgrohe,,,",,",39,14030
1,50,finished,52,49,35,Classic,28,US,Powless Neilson,https://www.procyclingstats.com/rider/neilson-powless,EF Education - EasyPost,,,",,",39,14030
1,51,finished,53,49,225,Classic,30,NO,Hoelgaard Markus,https://www.procyclingstats.com/rider/markus-hoelgaard,Uno-X Mobility,,,",,",39,14030
1,52,finished,54,49,153,Climber,27,FR,Berthet Clément,https://www.procyclingstats.com/rider/clement-berthet,Decathlon AG2R La Mondiale Team,,,",,",39,14030
1,53,finished,55,49,195,Classic,22,DK,Andresen Tobias Lund,https://www.procyclingstats.com/rider/tobias-lund-andresen,Team Picnic PostNL,,,",,",39,14030
1,54,finished,56,49,85,Climber,24,DK,Skjelmose Mattias,https://www.procyclingstats.com/rider/mattias-skjelmose-jensen,Lidl - Trek,,,",,",39,14030
1,55,finished,57,49,213,Classic,31,BE,De Buyst Jasper,https://www.procyclingstats.com/rider/jasper-de-buyst,Lotto,,,",,",39,14030
1,56,finished,58,49,161,GC,32,DE,Buchmann Emanuel,https://www.procyclingstats.com/rider/emanuel-buchmann,Cofidis,,,",,",39,14030
1,57,finished,59,49,204,Classic,36,CA,Boivin Guillaume,https://www.procyclingstats.com/rider/guillaume-boivin,Israel - Premier Tech,,,",,",39,14030
1,58,finished,60,49,2,GC,26,PT,Almeida João,https://www.procyclingstats.com/rider/joao-almeida,UAE Team Emirates - XRG,,,",,",39,14030
1,59,finished,61,49,132,Classic,32,BE,Capiot Amaury,https://www.procyclingstats.com/rider/amaury-capiot,Arkéa - B&B Hotels,,,",,",39,14030
1,60,finished,62,49,124,Sprint,32,NL,Groenewegen Dylan,https://www.procyclingstats.com/rider/dylan-groenewegen,Team Jayco AlUla,,,",,",39,14030
1,61,finished,63,49,223,Hills,32,DK,Cort Magnus,https://www.procyclingstats.com/rider/magnus-cort-nielsen,Uno-X Mobility,,,",,",39,14030
1,62,finished,64,49,134,Classic,33,FR,Démare Arnaud,https://www.procyclingstats.com/rider/arnaud-demare,Arkéa - B&B Hotels,,,",,",39,14030
1,63,finished,65,49,165,Classic,26,FR,Renard Alexis,https://www.procyclingstats.com/rider/alexis-renard,Cofidis,,,",,",39,14030
1,64,finished,66,49,31,Climber,24,IE,Healy Ben,https://www.procyclingstats.com/rider/ben-healy,EF Education - EasyPost,,,",,",39,14030
1,65,finished,67,49,205,Classic,25,FR,Louvel Matis,https://www.procyclingstats.com/rider/matis-louvel,Israel - Premier Tech,,,",,",39,14030
1,66,finished,68,49,156,GC,29,FR,Paret-Peintre Aurélien,https://www.procyclingstats.com/rider/aurelien-paret-peintre,Decathlon AG2R La Mondiale Team,,,",,",39,14030
1,67,finished,69,49,21,Climber,25,BE,Evenepoel Remco,https://www.procyclingstats.com/rider/remco-evenepoel,Soudal Quick-Step,,,",,",39,14030
1,68,finished,70,49,186,Climber,26,FR,Jegat Jordan,https://www.procyclingstats.com/rider/jordan-jegat,TotalEnergies,,,",,",39,14030
1,69,finished,71,49,66,GC,24,ES,Rodríguez Carlos,https://www.procyclingstats.com/rider/carlos-rodriguez-cano,INEOS Grenadiers,,,",,",39,14030
1,70,finished,72,49,107,Classic,32,BE,Vermeersch Gianni,https://www.procyclingstats.com/rider/gianni-vermeersch,Alpecin - Deceuninck,,,",,",39,14030
1,71,finished,73,49,51,Climber,25,CO,Buitrago Santiago,https://www.procyclingstats.com/rider/santiago-buitrago-sanchez,Bahrain - Victorious,,,",,",39,14030
1,72,finished,74,49,37,Classic,33,DK,Valgren Michael,https://www.procyclingstats.com/rider/michael-valgren-andersen,EF Education - EasyPost,,,",,",39,14030
1,73,finished,75,49,155,Classic,34,BE,Naesen Oliver,https://www.procyclingstats.com/rider/oliver-naesen,Decathlon AG2R La Mondiale Team,,,",,",39,14030
1,74,finished,76,49,191,GC,22,GB,Onley Oscar,https://www.procyclingstats.com/rider/oscar-onley,Team Picnic PostNL,,,",,",39,14030
1,75,finished,77,49,151,Climber,27,AT,Gall Felix,https://www.procyclingstats.com/rider/felix-gall,Decathlon AG2R La Mondiale Team,,,",,",39,14030
1,76,finished,78,49,28,GC,25,BE,Van Wilder Ilan,https://www.procyclingstats.com/rider/ilan-van-wilder,Soudal Quick-Step,,,",,",39,14030
1,77,finished,79,49,23,Classic,28,NL,Eenkhoorn Pascal,https://www.procyclingstats.com/rider/pascal-eenkhoorn,Soudal Quick-Step,,,",,",39,14030
1,78,finished,80,49,72,GC,24,DE,Lipowitz Florian,https://www.procyclingstats.com/rider/florian-lipowitz,Red Bull - BORA - hansgrohe,,,",,",39,14030
1,79,finished,81,49,71,Climber,35,SI,Roglič Primož,https://www.procyclingstats.com/rider/primoz-roglic,Red Bull - BORA - hansgrohe,,,",,",39,14030
1,80,finished,82,49,217,Climber,23,BE,Van Eetvelt Lennert,https://www.procyclingstats.com/rider/lennert-van-eetvelt,Lotto,,,",,",39,14030
1,81,finished,83,49,95,Classic,28,FR,Madouas Valentin,https://www.procyclingstats.com/rider/valentin-madouas,Groupama - FDJ,,,",,",39,14030
1,82,finished,84,49,91,Climber,32,FR,Martin Guillaume,https://www.procyclingstats.com/rider/guillaume-martin,Groupama - FDJ,,,",,",39,14030
1,83,finished,85,49,144,TT,36,PT,Oliveira Nelson,https://www.procyclingstats.com/rider/nelson-oliveira,Movistar Team,,,",,",39,14030
1,84,finished,86,49,115,Classic,31,CH,Lienhard Fabian,https://www.procyclingstats.com/rider/fabian-lienhard,Tudor Pro Cycling Team,,,",,",39,14030
1,85,finished,87,49,194,GC,25,GB,Flynn Sean,https://www.procyclingstats.com/rider/sean-flynn,Team Picnic PostNL,,,",,",39,14030
1,86,finished,88,49,67,Classic,29,GB,Swift Connor,https://www.procyclingstats.com/rider/connor-swift,INEOS Grenadiers,,,",,",39,14030
1,87,finished,89,49,61,GC,39,GB,Thomas Geraint,https://www.procyclingstats.com/rider/geraint-thomas,INEOS Grenadiers,,,",,",39,14030
1,88,finished,90,49,184,GC,24,FR,Gachignard Thomas,https://www.procyclingstats.com/rider/thomas-gachignard,TotalEnergies,,,",,",39,14030
1,89,finished,91,49,3,Hills,28,EC,Narváez Jhonatan,https://www.procyclingstats.com/rider/jhonatan-narvaez,UAE Team Emirates - XRG,,,",,",39,14030
1,90,finished,92,49,44,Classic,23,FR,Page Hugo,https://www.procyclingstats.com/rider/hugo-page,Intermarché - Wanty,,,",,",39,14030
1,91,finished,93,49,181,GC,29,BE,Cras Steff,https://www.procyclingstats.com/rider/steff-cras,TotalEnergies,,,",,",39,14030
1,92,finished,94,49,158,Classic,23,FR,Tronchon Bastien,https://www.procyclingstats.com/rider/bastien-tronchon,Decathlon AG2R La Mondiale Team,,,",,",39,14030
1,93,finished,95,49,183,Classic,27,FR,Delettre Alexandre,https://www.procyclingstats.com/rider/alexandre-delettre,TotalEnergies,,,",,",39,14030
1,94,finished,96,49,54,GC,31,AU,Haig Jack,https://www.procyclingstats.com/rider/jack-haig,Bahrain - Victorious,,,",,",39,14030
1,95,finished,97,49,162,Classic,29,ES,Aranburu Alex,https://www.procyclingstats.com/rider/alex-aranburu,Cofidis,,,",,",39,14030
1,96,finished,98,49,114,Classic,26,CH,Hirschi Marc,https://www.procyclingstats.com/rider/marc-hirschi,Tudor Pro Cycling Team,,,",,",39,14030
1,97,finished,99,49,212,Classic,24,BE,Berckmoes Jenno,https://www.procyclingstats.com/rider/jenno-berckmoes,Lotto,,,",,",39,14030
1,98,finished,100,49,166,GC,33,BE,Teuns Dylan,https://www.procyclingstats.com/rider/dylan-teuns,Cofidis,,,",,",39,14030
1,99,finished,101,49,218,Classic,27,BE,Van Moer Brent,https://www.procyclingstats.com/rider/brent-van-moer,Lotto,,,",,",39,14030
1,100,finished,102,49,63,TT,28,NO,Foss Tobias,https://www.procyclingstats.com/rider/tobias-foss,INEOS Grenadiers,,,",,",39,14030
1,101,finished,103,49,58,Hills,26,GB,Wright Fred,https://www.procyclingstats.com/rider/alfred-wright,Bahrain - Victorious,,,",,",39,14030
1,102,finished,104,49,214,GC,26,AU,Drizners Jarrad,https://www.procyclingstats.com/rider/jarrad-drizners,Lotto,,,",,",39,14030
1,103,finished,105,49,32,Hills,28,IT,Albanese Vincenzo,https://www.procyclingstats.com/rider/vincenzo-albanese,EF Education - EasyPost,,,",,",39,14030
1,104,finished,107,76,127,Classic,33,NL,Reinders Elmar,https://www.procyclingstats.com/rider/elmar-reinders,Team Jayco AlUla,,,1:06,66,14057
1,105,finished,108,76,78,Climber,29,RU,Vlasov Aleksandr,https://www.procyclingstats.com/rider/aleksandr-vlasov,Red Bull - BORA - hansgrohe,,,",,",66,14057
1,106,finished,109,76,157,GC,28,AU,Scotson Callum,https://www.procyclingstats.com/rider/callum-scotson,Decathlon AG2R La Mondiale Team,,,",,",66,14057
1,107,finished,110,76,192,Climber,33,FR,Barguil Warren,https://www.procyclingstats.com/rider/warren-barguil,Team Picnic PostNL,,,",,",66,14057
1,108,finished,111,76,56,Classic,30,SI,Mohorič Matej,https://www.procyclingstats.com/rider/matej-mohoric,Bahrain - Victorious,,,",,",66,14057
1,109,finished,112,76,34,Climber,24,FR,Baudin Alex,https://www.procyclingstats.com/rider/alex-baudin,EF Education - EasyPost,,,",,",66,14057
1,110,finished,113,76,138,Classic,31,FR,Venturini Clément,https://www.procyclingstats.com/rider/clement-venturini,Arkéa - B&B Hotels,,,",,",66,14057
1,111,finished,114,76,27,Classic,32,BE,Van Lerberghe Bert,https://www.procyclingstats.com/rider/bert-van-lerberghe,Soudal Quick-Step,,,",,",66,14057
1,112,finished,115,96,86,Classic,34,LV,Skujiņš Toms,https://www.procyclingstats.com/rider/toms-skujins,Lidl - Trek,,,1:26,86,14077
1,113,finished,116,96,88,Classic,34,BE,Theuns Edward,https://www.procyclingstats.com/rider/edward-theuns,Lidl - Trek,,,",,",86,14077
1,114,finished,117,96,43,Classic,24,BE,Braet Vito,https://www.procyclingstats.com/rider/vito-braet,Intermarché - Wanty,,,",,",86,14077
1,115,finished,118,103,75,Classic,22,NZ,Pithie Laurence,https://www.procyclingstats.com/rider/laurence-pithie,Red Bull - BORA - hansgrohe,,,1:33,93,14084
1,116,finished,119,103,82,Classic,30,IT,Consonni Simone,https://www.procyclingstats.com/rider/simone-consonni,Lidl - Trek,,,",,",93,14084
1,117,finished,120,118,22,TT,34,IT,Cattaneo Mattia,https://www.procyclingstats.com/rider/mattia-cattaneo,Soudal Quick-Step,,,1:48,108,14099
1,118,finished,121,129,14,TT,33,BE,Campenaerts Victor,https://www.procyclingstats.com/rider/victor-campenaerts,Team Visma | Lease a Bike,,,1:59,119,14110
1,119,finished,106,49,16,Climber,30,US,Kuss Sepp,https://www.procyclingstats.com/rider/sepp-kuss,Team Visma | Lease a Bike,,,*0:39,39,14030
1,120,finished,122,144,74,Classic,31,IT,Moscon Gianni,https://www.procyclingstats.com/rider/gianni-moscon,Red Bull - BORA - hansgrohe,,,2:14,134,14125
1,121,finished,123,144,76,Classic,25,NL,van Dijke Mick,https://www.procyclingstats.com/rider/mick-van-dijke,Red Bull - BORA - hansgrohe,,,",,",134,14125
1,122,finished,124,144,164,GC,36,ES,Izagirre Ion,https://www.procyclingstats.com/rider/ion-izagirre,Cofidis,,,",,",134,14125
1,123,finished,125,156,6,Climber,31,ES,Soler Marc,https://www.procyclingstats.com/rider/marc-soler,UAE Team Emirates - XRG,,,2:26,146,14137
1,124,finished,126,156,53,TT,34,PL,Gradek Kamil,https://www.procyclingstats.com/rider/kamil-gradek,Bahrain - Victorious,,,",,",146,14137
1,125,finished,127,328,4,Classic,31,DE,Politt Nils,https://www.procyclingstats.com/rider/nils-politt,UAE Team Emirates - XRG,,,5:18,318,14309
1,126,finished,128,328,227,GC,26,NO,Leknessund Andreas,https://www.procyclingstats.com/rider/andreas-leknessund,Uno-X Mobility,,,",,",318,14309
1,127,finished,129,328,226,GC,25,NO,Johannessen Anders Halland,https://www.procyclingstats.com/rider/anders-halland-johannessen,Uno-X Mobility,,,",,",318,14309
1,128,finished,130,328,96,Hills,33,FR,Pacher Quentin,https://www.procyclingstats.com/rider/quentin-pacher,Groupama - FDJ,,,",,",318,14309
1,129,finished,131,328,171,Climber,28,CO,Tejada Harold,https://www.procyclingstats.com/rider/harold-tejada,XDS Astana Team,,,",,",318,14309
1,130,finished,132,328,152,TT,31,FR,Armirail Bruno,https://www.procyclingstats.com/rider/bruno-armirail,Decathlon AG2R La Mondiale Team,,,",,",318,14309
1,131,finished,133,328,215,Classic,26,BE,Grignard Sébastien,https://www.procyclingstats.com/rider/sebastien-grignard,Lotto,,,",,",318,14309
1,132,finished,134,328,136,Hills,24,FR,Le Berre Mathis,https://www.procyclingstats.com/rider/mathis-le-berre,Arkéa - B&B Hotels,,,",,",318,14309
1,133,finished,135,328,62,GC,25,NL,Arensman Thymen,https://www.procyclingstats.com/rider/thymen-arensman,INEOS Grenadiers,,,",,",318,14309
1,134,finished,136,328,46,Classic,27,DE,Rutsch Jonas,https://www.procyclingstats.com/rider/jonas-rutsch,Intermarché - Wanty,,,",,",318,14309
1,135,finished,137,328,216,GC,34,AR,Sepúlveda Eduardo,https://www.procyclingstats.com/rider/eduardo-sepulveda,Lotto,,,",,",318,14309
1,136,finished,138,328,48,Classic,27,DE,Zimmermann Georg,https://www.procyclingstats.com/rider/georg-zimmermann,Intermarché - Wanty,,,",,",318,14309
1,137,finished,139,328,146,GC,31,AT,Mühlberger Gregor,https://www.procyclingstats.com/rider/gregor-muhlberger,Movistar Team,,,",,",318,14309
1,138,finished,140,328,167,TT,29,FR,Thomas Benjamin,https://www.procyclingstats.com/rider/benjamin-thomas-2,Cofidis,,,",,",318,14309
1,139,finished,141,328,148,Climber,27,CO,Rubio Einer,https://www.procyclingstats.com/rider/einer-rubio,Movistar Team,,,",,",318,14309
1,140,finished,142,328,137,GC,30,ES,Rodríguez Cristián,https://www.procyclingstats.com/rider/cristian-rodriguez,Arkéa - B&B Hotels,,,",,",318,14309
1,141,finished,143,328,198,GC,24,NL,van den Broek Frank,https://www.procyclingstats.com/rider/frank-van-den-broek,Team Picnic PostNL,,,",,",318,14309
1,142,finished,144,328,84,Hills,24,US,Simmons Quinn,https://www.procyclingstats.com/rider/quinn-simmons,Lidl - Trek,,,",,",318,14309
1,143,finished,145,328,197,GC,26,NL,Naberman Tim,https://www.procyclingstats.com/rider/tim-naberman,Team Picnic PostNL,,,",,",318,14309
1,144,finished,146,328,176,Climber,27,CO,Higuita Sergio,https://www.procyclingstats.com/rider/sergio-higuita,XDS Astana Team,,,",,",318,14309
1,145,finished,147,328,174,Climber,27,FR,Champoussin Clément,https://www.procyclingstats.com/rider/clement-champoussin,XDS Astana Team,,,",,",318,14309
1,146,finished,148,328,45,Classic,25,BE,Rex Laurenz,https://www.procyclingstats.com/rider/laurenz-rex,Intermarché - Wanty,,,",,",318,14309
1,147,finished,149,328,143,Climber,24,ES,Castrillo Pablo,https://www.procyclingstats.com/rider/pablo-castrillo-zapater,Movistar Team,,,",,",318,14309
1,148,finished,150,328,135,Climber,24,ES,García Pierna Raúl,https://www.procyclingstats.com/rider/raul-garcia-pierna,Arkéa - B&B Hotels,,,",,",318,14309
1,149,finished,151,328,94,Classic,22,FR,Grégoire Romain,https://www.procyclingstats.com/rider/romain-gregoire,Groupama - FDJ,,,",,",318,14309
1,150,finished,152,328,133,GC,22,FR,Costiou Ewen,https://www.procyclingstats.com/rider/ewen-costiou,Arkéa - B&B Hotels,,,",,",318,14309
1,151,finished,153,328,25,Climber,24,FR,Paret-Peintre Valentin,https://www.procyclingstats.com/rider/valentin-paret-peintre,Soudal Quick-Step,,,",,",318,14309
1,152,finished,154,328,185,Classic,26,FR,Jeannière Emilien,https://www.procyclingstats.com/rider/emilien-jeanniere,TotalEnergies,,,",,",318,14309
1,153,finished,155,328,117,Climber,28,AU,Storer Michael,https://www.procyclingstats.com/rider/michael-storer,Tudor Pro Cycling Team,,,",,",318,14309
1,154,finished,156,328,122,GC,28,IE,Dunbar Eddie,https://www.procyclingstats.com/rider/edward-irl-dunbar,Team Jayco AlUla,,,",,",318,14309
1,155,finished,157,328,5,GC,27,FR,Sivakov Pavel,https://www.procyclingstats.com/rider/pavel-sivakov,UAE Team Emirates - XRG,,,",,",318,14309
1,156,finished,158,328,8,Climber,32,GB,Yates Adam,https://www.procyclingstats.com/rider/adam-yates,UAE Team Emirates - XRG,,,",,",318,14309
1,157,finished,159,328,108,Climber,23,BE,Verstrynge Emiel,https://www.procyclingstats.com/rider/emiel-verstrynge,Alpecin - Deceuninck,,,",,",318,14309
1,158,finished,160,328,208,Hills,25,GB,Stewart Jake,https://www.procyclingstats.com/rider/jake-stewart,Israel - Premier Tech,,,",,",318,14309
1,159,finished,161,328,206,GC,32,KZ,Lutsenko Alexey,https://www.procyclingstats.com/rider/aleksey-lutsenko,Israel - Premier Tech,,,",,",318,14309
1,160,finished,34,10,121,GC,29,AU,O'Connor Ben,https://www.procyclingstats.com/rider/ben-o-connor,Team Jayco AlUla,,,*0:00,0,13991
1,161,finished,162,337,128,Hills,25,CH,Schmid Mauro,https://www.procyclingstats.com/rider/mauro-schmid,Team Jayco AlUla,,,5:27,327,14318
1,162,finished,35,10,38,Hills,25,NL,van den Berg Marijn,https://www.procyclingstats.com/rider/marijn-van-den-berg,EF Education - EasyPost,,,*0:00,0,13991
1,163,finished,163,401,123,TT,34,AU,Durbridge Luke,https://www.procyclingstats.com/rider/luke-durbridge,Team Jayco AlUla,,,6:31,391,14382
1,164,finished,164,401,18,Climber,32,GB,Yates Simon,https://www.procyclingstats.com/rider/simon-yates,Team Visma | Lease a Bike,,,",,",391,14382
1,165,finished,165,401,65,Hills,24,FR,Laurance Axel,https://www.procyclingstats.com/rider/axel-laurance,INEOS Grenadiers,,,",,",391,14382
1,166,finished,166,401,102,Classic,34,CH,Dillier Silvan,https://www.procyclingstats.com/rider/silvan-dillier,Alpecin - Deceuninck,,,",,",391,14382
1,167,finished,167,401,201,Climber,38,CA,Woods Michael,https://www.procyclingstats.com/rider/michael-woods,Israel - Premier Tech,,,",,",391,14382
1,168,finished,168,401,178,Classic,29,IT,Velasco Simone,https://www.procyclingstats.com/rider/simone-velasco,XDS Astana Team,,,",,",391,14382
1,169,finished,169,401,26,GC,31,DE,Schachmann Maximilian,https://www.procyclingstats.com/rider/maximilian-schachmann,Soudal Quick-Step,,,",,",391,14382
1,170,finished,170,401,126,GC,24,AU,Plapp Luke,https://www.procyclingstats.com/rider/luke-plapp,Team Jayco AlUla,,,",,",391,14382
1,171,finished,171,401,175,Classic,25,KZ,Fedorov Yevgeniy,https://www.procyclingstats.com/rider/yevgeniy-fedorov,XDS Astana Team,,,",,",391,14382
1,172,finished,172,401,173,Sprint,29,NL,Bol Cees,https://www.procyclingstats.com/rider/cees-bol,XDS Astana Team,,,",,",391,14382
1,173,finished,173,401,111,Classic,33,FR,Alaphilippe Julian,https://www.procyclingstats.com/rider/julian-alaphilippe,Tudor Pro Cycling Team,,,",,",391,14382
1,174,finished,174,401,47,GC,24,NL,van Sintmaartensdijk Roel,https://www.procyclingstats.com/rider/roel-van-sintmaartensdijk,Intermarché - Wanty,,,",,",391,14382
1,175,finished,175,401,42,Classic,25,FR,Barré Louis,https://www.procyclingstats.com/rider/louis-barre,Intermarché - Wanty,,,",,",391,14382
1,176,finished,176,401,147,GC,21,ES,Romeo Iván,https://www.procyclingstats.com/rider/ivan-romeo,Movistar Team,,,",,",391,14382
1,177,finished,177,401,142,TT,29,US,Barta Will,https://www.procyclingstats.com/rider/william-barta,Movistar Team,,,",,",391,14382
1,178,finished,178,401,182,Hills,26,FR,Burgaudeau Mathieu,https://www.procyclingstats.com/rider/mathieu-burgaudeau,TotalEnergies,,,",,",391,14382
1,179,finished,179,401,188,Hills,24,FR,Vercher Mattéo,https://www.procyclingstats.com/rider/matheo-vercher,TotalEnergies,,,",,",391,14382
